# time (s)	h_+ (strain)	h_x (strain)
-1.567021125	-1.984342488086357889e-20	-6.597281247988090132e-20
-1.566960089	-1.921011187044521905e-20	-6.616058845589668457e-20
-1.566899054	-1.857501312694945261e-20	-6.634228658952552847e-20
-1.566838019	-1.793818695780759592e-20	-6.651788981464008095e-20
-1.566776984	-1.729969183434907815e-20	-6.668738162425622975e-20
-1.566715949	-1.665958638644747037e-20	-6.685074607211307515e-20
-1.566654914	-1.601792939714563939e-20	-6.700796777420339427e-20
-1.566593878	-1.537477979725315016e-20	-6.715903191024924046e-20
-1.566532843	-1.473019665991466786e-20	-6.730392422495656629e-20
-1.566471808	-1.408423919519588293e-20	-6.744263102936686523e-20
-1.566410773	-1.343696674469921732e-20	-6.757513920236731745e-20
-1.566349738	-1.278843877611448698e-20	-6.770143619197455446e-20
-1.566288703	-1.213871487777396534e-20	-6.782151001655175060e-20
-1.566227668	-1.148785475317051719e-20	-6.793534926597872175e-20
-1.566166632	-1.083591821549518734e-20	-6.804294310276357211e-20
-1.566105597	-1.018296518213122873e-20	-6.814428126310784177e-20
-1.566044562	-9.529055669160772491e-21	-6.823935405791480328e-20
-1.565983527	-8.874249785846307339e-21	-6.832815237374775622e-20
-1.565922492	-8.218607729129871614e-21	-6.841066767373141059e-20
-1.565861457	-7.562189778074897685e-21	-6.848689199840714413e-20
-1.565800421	-6.905056288354107164e-21	-6.855681796652791787e-20
-1.565739386	-6.247267686688727490e-21	-6.862043877580524807e-20
-1.565678351	-5.588884465311560694e-21	-6.867774820359980856e-20
-1.565617316	-4.929967176386196644e-21	-6.872874060756206731e-20
-1.565556281	-4.270576426459272532e-21	-6.877341092625374786e-20
-1.565495246	-3.610772870880464010e-21	-6.881175467981176962e-20
-1.565434211	-2.950617208226133334e-21	-6.884376797030500232e-20
-1.565373175	-2.290170174704218503e-21	-6.886944748211261493e-20
-1.565312140	-1.629492538576304355e-21	-6.888879048229488944e-20
-1.565251105	-9.686450945622781140e-22	-6.890179482091138441e-20
-1.565190070	-3.076886582593556313e-22	-6.890845893128476338e-20
-1.565129035	3.533159394650714330e-22	-6.890878183021173231e-20
-1.565068000	1.014307858069098343e-21	-6.890276311811987043e-20
-1.565006964	1.675226252935598775e-21	-6.889040297917069164e-20
-1.564945929	2.336010280960946020e-21	-6.887170218130926122e-20
-1.564884894	2.996599106175698095e-21	-6.884666207625989862e-20
-1.564823859	3.656931905330186114e-21	-6.881528459946830327e-20
-1.564762824	4.316947873507126286e-21	-6.877757226998948952e-20
-1.564701789	4.976586229707902349e-21	-6.873352819032305946e-20
-1.564640753	5.635786222464810439e-21	-6.868315604619314132e-20
-1.564579718	6.294487135429885477e-21	-6.862646010627609913e-20
-1.564518683	6.952628292972296069e-21	-6.856344522184720880e-20
-1.564457648	7.610149065732103546e-21	-6.849411682628669320e-20
-1.564396613	8.266988876237841507e-21	-6.841848093473802612e-20
-1.564335578	8.923087204490407395e-21	-6.833654414366960260e-20
-1.564274543	9.578383593538467929e-21	-6.824831363033398596e-20
-1.564213507	1.023281765504697108e-20	-6.815379715217440844e-20
-1.564152472	1.088632907488336153e-20	-6.805300304617446890e-20
-1.564091437	1.153885761866673708e-20	-6.794594022815808135e-20
-1.564030402	1.219034313732983044e-20	-6.783261819203417340e-20
-1.563969367	1.284072557266809948e-20	-6.771304700898804843e-20
-1.563908332	1.348994496286972655e-20	-6.758723732662197550e-20
-1.563847296	1.413794144806831077e-20	-6.745520036803735128e-20
-1.563786261	1.478465527585421446e-20	-6.731694793086876195e-20
-1.563725226	1.543002680679797979e-20	-6.717249238626192830e-20
-1.563664191	1.607399651994304031e-20	-6.702184667780270811e-20
-1.563603156	1.671650501832275499e-20	-6.686502432038546786e-20
-1.563542121	1.735749303442658549e-20	-6.670203939903802471e-20
-1.563481086	1.799690143568760933e-20	-6.653290656768611435e-20
-1.563420050	1.863467122993358469e-20	-6.635764104785652987e-20
-1.563359015	1.927074357084597476e-20	-6.617625862733000609e-20
-1.563297980	1.990505976339845494e-20	-6.598877565877164252e-20
-1.563236945	2.053756126927448152e-20	-6.579520905829300417e-20
-1.563175910	2.116818971226882706e-20	-6.559557630396118686e-20
-1.563114875	2.179688688371051462e-20	-6.538989543424494091e-20
-1.563053839	2.242359474782244904e-20	-6.517818504642368444e-20
-1.562992804	2.304825544710135484e-20	-6.496046429493404438e-20
-1.562931769	2.367081130765237041e-20	-6.473675288967435199e-20
-1.562870734	2.429120484454450852e-20	-6.450707109424541422e-20
-1.562809699	2.490937876712165186e-20	-6.427143972414917938e-20
-1.562748664	2.552527598429650417e-20	-6.402988014493655826e-20
-1.562687628	2.613883960983622068e-20	-6.378241427030140351e-20
-1.562626593	2.675001296764244137e-20	-6.352906456011790275e-20
-1.562565558	2.735873959697823173e-20	-6.326985401844161979e-20
-1.562504523	2.796496325771401802e-20	-6.300480619144442828e-20
-1.562443488	2.856862793551250060e-20	-6.273394516531659617e-20
-1.562382453	2.916967784705010584e-20	-6.245729556410656648e-20
-1.562321418	2.976805744519640756e-20	-6.217488254758599167e-20
-1.562260382	3.036371142416054888e-20	-6.188673180894309549e-20
-1.562199347	3.095658472457443336e-20	-6.159286957245382649e-20
-1.562138312	3.154662253862572555e-20	-6.129332259111086973e-20
-1.562077277	3.213377031511910462e-20	-6.098811814422770565e-20
-1.562016242	3.271797376454262766e-20	-6.067728403497996793e-20
-1.561955207	3.329917886408997725e-20	-6.036084858790908917e-20
-1.561894171	3.387733186268810754e-20	-6.003884064636184930e-20
-1.561833136	3.445237928596956810e-20	-5.971128956989832660e-20
-1.561772101	3.502426794124739763e-20	-5.937822523163685889e-20
-1.561711066	3.559294492242920039e-20	-5.903967801557157212e-20
-1.561650031	3.615835761495099956e-20	-5.869567881381615802e-20
-1.561588996	3.672045370064807056e-20	-5.834625902382191640e-20
-1.561527961	3.727918116261888313e-20	-5.799145054553683996e-20
-1.561466925	3.783448829004581234e-20	-5.763128577852840740e-20
-1.561405890	3.838632368300783888e-20	-5.726579761904734671e-20
-1.561344855	3.893463625725512800e-20	-5.689501945705065303e-20
-1.561283820	3.947937524887764022e-20	-5.651898517311272203e-20
-1.561222785	4.002049021894097708e-20	-5.613772913529463042e-20
-1.561161750	4.055793105831583704e-20	-5.575128619614826765e-20
-1.561100714	4.109164799233905486e-20	-5.535969168958597752e-20
-1.561039679	4.162159158544838811e-20	-5.496298142767286169e-20
-1.560978644	4.214771274577454206e-20	-5.456119169738419976e-20
-1.560917609	4.266996272971888239e-20	-5.415435925730522989e-20
-1.560856574	4.318829314647809474e-20	-5.374252133430380388e-20
-1.560795539	4.370265596255875701e-20	-5.332571562014247178e-20
-1.560734503	4.421300350623317090e-20	-5.290398026806799698e-20
-1.560673468	4.471928847199343605e-20	-5.247735388933320500e-20
-1.560612433	4.522146392495216381e-20	-5.204587554969218216e-20
-1.560551398	4.571948330520697757e-20	-5.160958476585548721e-20
-1.560490363	4.621330043219335517e-20	-5.116852150188434098e-20
-1.560429328	4.670286950896615777e-20	-5.072272616557523461e-20
-1.560368293	4.718814512649477856e-20	-5.027223960476021811e-20
-1.560307257	4.766908226787639744e-20	-4.981710310360758015e-20
-1.560246222	4.814563631255971392e-20	-4.935735837886205968e-20
-1.560185187	4.861776304064807639e-20	-4.889304757612848117e-20
-1.560124152	4.908541863697013979e-20	-4.842421326598877296e-20
-1.560063117	4.954855969507381088e-20	-4.795089844006811088e-20
-1.560002082	5.000714322127408965e-20	-4.747314650711840731e-20
-1.559941046	5.046112663866054426e-20	-4.699100128906846956e-20
-1.559880011	5.091046779108983010e-20	-4.650450701701121656e-20
-1.559818976	5.135512494710761134e-20	-4.601370832718665240e-20
-1.559757941	5.179505680385983578e-20	-4.551865025689678233e-20
-1.559696906	5.223022249094164566e-20	-4.501937824040933432e-20
-1.559635871	5.266058157422990000e-20	-4.451593810479759387e-20
-1.559574836	5.308609405965827416e-20	-4.400837606576402499e-20
-1.559513800	5.350672039696103892e-20	-4.349673872341730160e-20
-1.559452765	5.392242148336655479e-20	-4.298107305802509638e-20
-1.559391730	5.433315866727226531e-20	-4.246142642570399400e-20
-1.559330695	5.473889375184715503e-20	-4.193784655410683444e-20
-1.559269660	5.513958899848461089e-20	-4.141038153798896948e-20
-1.559208625	5.553520713028934244e-20	-4.087907983480166874e-20
-1.559147589	5.592571133573863487e-20	-4.034399026034057135e-20
-1.559086554	5.631106527213944140e-20	-3.980516198429561404e-20
-1.559025519	5.669123306904294873e-20	-3.926264452574573943e-20
-1.558964484	5.706617933159888499e-20	-3.871648774864422128e-20
-1.558903449	5.743586914389474519e-20	-3.816674185723188180e-20
-1.558842414	5.780026807221959250e-20	-3.761345739146272514e-20
-1.558781378	5.815934216830961131e-20	-3.705668522236118836e-20
-1.558720343	5.851305797252429071e-20	-3.649647654738544703e-20
-1.558659308	5.886138251700691164e-20	-3.593288288571589245e-20
-1.558598273	5.920428332877742187e-20	-3.536595607354731023e-20
-1.558537238	5.954172843279099328e-20	-3.479574825933493289e-20
-1.558476203	5.987368635493975224e-20	-3.422231189902939426e-20
-1.558415168	6.020012612502675243e-20	-3.364569975125238933e-20
-1.558354132	6.052101727971132363e-20	-3.306596487248853596e-20
-1.558293097	6.083632986543807411e-20	-3.248316061226986393e-20
-1.558232062	6.114603444118985096e-20	-3.189734060822656015e-20
-1.558171027	6.145010208125705890e-20	-3.130855878114013334e-20
-1.558109992	6.174850437796098538e-20	-3.071686933001068616e-20
-1.558048957	6.204121344434229042e-20	-3.012232672707369786e-20
-1.557987921	6.232820191678876955e-20	-2.952498571281695738e-20
-1.557926886	6.260944295763315640e-20	-2.892490129093519269e-20
-1.557865851	6.288491025768569656e-20	-2.832212872329481716e-20
-1.557804816	6.315457803872743235e-20	-2.771672352485474079e-20
-1.557743781	6.341842105594861074e-20	-2.710874145857732897e-20
-1.557682746	6.367641460034893371e-20	-2.649823853029061427e-20
-1.557621711	6.392853450107502328e-20	-2.588527098355972252e-20
-1.557560675	6.417475712772240137e-20	-2.526989529450124625e-20
-1.557499640	6.441505939256929164e-20	-2.465216816662260706e-20
-1.557438605	6.464941875277482780e-20	-2.403214652556782686e-20
-1.557377570	6.487781321244875422e-20	-2.340988751385791849e-20
-1.557316535	6.510022132479142297e-20	-2.278544848566417668e-20
-1.557255500	6.531662219416712968e-20	-2.215888700157291667e-20
-1.557194464	6.552699547810575653e-20	-2.153026082327167397e-20
-1.557133429	6.573132138924012543e-20	-2.089962790825284892e-20
-1.557072394	6.592958069720129361e-20	-2.026704640447458645e-20
-1.557011359	6.612175473045894822e-20	-1.963257464501242959e-20
-1.556950324	6.630782537810989706e-20	-1.899627114269696167e-20
-1.556889289	6.648777509162031302e-20	-1.835819458471532242e-20
-1.556828253	6.666158688650944215e-20	-1.771840382721820691e-20
-1.556767218	6.682924434398570528e-20	-1.707695788989742779e-20
-1.556706183	6.699073161252575591e-20	-1.643391595056469038e-20
-1.556645148	6.714603340941323808e-20	-1.578933733967521689e-20
-1.556584113	6.729513502224952188e-20	-1.514328153492048138e-20
-1.556523078	6.743802231040397690e-20	-1.449580815574591181e-20
-1.556462043	6.757468170633021292e-20	-1.384697695783072338e-20
-1.556401007	6.770510021688811043e-20	-1.319684782754743942e-20
-1.556339972	6.782926542460489551e-20	-1.254548077647313094e-20
-1.556278937	6.794716548889407290e-20	-1.189293593583452010e-20
-1.556217902	6.805878914721319882e-20	-1.123927355098354800e-20
-1.556156867	6.816412571617448048e-20	-1.058455397582689911e-20
-1.556095832	6.826316509259883756e-20	-9.928837667263998390e-21
-1.556034796	6.835589775451629037e-20	-9.272185179614621851e-21
-1.555973761	6.844231476211301190e-20	-8.614657159038801960e-21
-1.555912726	6.852240775862775182e-20	-7.956314337922051203e-21
-1.555851691	6.859616897118988090e-20	-7.297217529286824969e-21
-1.555790656	6.866359121156849346e-20	-6.637427621168697779e-21
-1.555729621	6.872466787673752336e-20	-5.977005570961792341e-21
-1.555668586	6.877939294968794480e-20	-5.316012399825693926e-21
-1.555607550	6.882776100012078206e-20	-4.654509187073273956e-21
-1.555546515	6.886976718501807553e-20	-3.992557064520761607e-21
-1.555485480	6.890540724915800778e-20	-3.330217210861454322e-21
-1.555424445	6.893467752557771657e-20	-2.667550845999106421e-21
-1.555363410	6.895757493598099014e-20	-2.004619225392294759e-21
-1.555302375	6.897409699109108551e-20	-1.341483634396641226e-21
-1.555241339	6.898424179094953657e-20	-6.782053826152248660e-22
-1.555180304	6.898800802516107213e-20	-1.484579821064407554e-23
-1.555119269	6.898539497308325987e-20	6.485337777521461198e-22
-1.555058234	6.897640250401992987e-20	1.311871996964128299e-21
-1.554997199	6.896103107740167035e-20	1.975107509507093450e-21
-1.554936164	6.893928174268305528e-20	2.638178969590445205e-21
-1.554875128	6.891115613928832106e-20	3.301025041217281576e-21
-1.554814093	6.887665649652834692e-20	3.963584403869971673e-21
-1.554753058	6.883578563346351672e-20	4.625795758167709584e-21
-1.554692023	6.878854695871075272e-20	5.287597831558153071e-21
-1.554630988	6.873494447019758643e-20	5.948929383974161558e-21
-1.554569953	6.867498275486072648e-20	6.609729213505942316e-21
-1.554508918	6.860866698829076065e-20	7.269936162062663833e-21
-1.554447882	6.853600293432062077e-20	7.929489121046486931e-21
-1.554386847	6.845699694456246875e-20	8.588327036997423295e-21
-1.554325812	6.837165595788082238e-20	9.246388917276274016e-21
-1.554264777	6.827998749981849578e-20	9.903613835699980349e-21
-1.554203742	6.818199968197252587e-20	1.055994093818996999e-20
-1.554142707	6.807770120131523391e-20	1.121530944839105017e-20
-1.554081671	6.796710133945582400e-20	1.186965867331488794e-20
-1.554020636	6.785020996185311100e-20	1.252292800894566100e-20
-1.553959601	6.772703751696548735e-20	1.317505694588851981e-20
-1.553898566	6.759759503535753224e-20	1.382598507494832657e-20
-1.553837531	6.746189412874326987e-20	1.447565209275205109e-20
-1.553776496	6.731994698898062935e-20	1.512399780733510812e-20
-1.553715461	6.717176638701357953e-20	1.577096214371068635e-20
-1.553654425	6.701736567174441276e-20	1.641648514945921240e-20
-1.553593390	6.685675876873698017e-20	1.706050700022889998e-20
-1.553532355	6.668996017903054750e-20	1.770296800529890090e-20
-1.553471320	6.651698497797327137e-20	1.834380861314301874e-20
-1.553410285	6.633784881389348822e-20	1.898296941697321835e-20
-1.553349250	6.615256790671970117e-20	1.962039116024877549e-20
-1.553288214	6.596115904654454654e-20	2.025601474218385576e-20
-1.553227179	6.576363959214449995e-20	2.088978122321321041e-20
-1.553166144	6.556002746943014077e-20	2.152163183049824463e-20
-1.553105109	6.535034116985825890e-20	2.215150796336961124e-20
-1.553044074	6.513459974878658103e-20	2.277935119877157091e-20
-1.552983039	6.491282282377720687e-20	2.340510329668706001e-20
-1.552922003	6.468503057285783148e-20	2.402870620556693518e-20
-1.552860968	6.445124373280619911e-20	2.465010206774106922e-20
-1.552799933	6.421148359723306858e-20	2.526923322479032030e-20
-1.552738898	6.396577201464311487e-20	2.588604222287947116e-20
-1.552677863	6.371413138646560551e-20	2.650047181812939399e-20
-1.552616828	6.345658466505143345e-20	2.711246498192471479e-20
-1.552555793	6.319315535161420167e-20	2.772196490621546209e-20
-1.552494757	6.292386749411544377e-20	2.832891500880969103e-20
-1.552433722	6.264874568510184071e-20	2.893325893863880124e-20
-1.552372687	6.236781505949292920e-20	2.953494058100040869e-20
-1.552311652	6.208110129231772476e-20	3.013390406278010146e-20
-1.552250617	6.178863059639985019e-20	3.073009375765527240e-20
-1.552189582	6.149042971999025471e-20	3.132345429127343916e-20
-1.552128546	6.118652594434941357e-20	3.191393054640097717e-20
-1.552067511	6.087694708128559235e-20	3.250146766807125676e-20
-1.552006476	6.056172147065133061e-20	3.308601106868067787e-20
-1.551945441	6.024087797777173560e-20	3.366750643309264322e-20
-1.551884406	5.991444599083704999e-20	3.424589972369112624e-20
-1.551823371	5.958245541823841665e-20	3.482113718542477185e-20
-1.551762336	5.924493668586836287e-20	3.539316535080160926e-20
-1.551701300	5.890192073435067509e-20	3.596193104489718598e-20
-1.551640265	5.855343901624155328e-20	3.652738139030202907e-20
-1.551579230	5.819952349317539480e-20	3.708946381205614853e-20
-1.551518195	5.784020663296805129e-20	3.764812604254783265e-20
-1.551457160	5.747552140665616883e-20	3.820331612640430040e-20
-1.551396125	5.710550128546814545e-20	3.875498242528243406e-20
-1.551335089	5.673018023778248596e-20	3.930307362270527086e-20
-1.551274054	5.634959272609169373e-20	3.984753872887306015e-20
-1.551213019	5.596377370385242429e-20	4.038832708545065588e-20
-1.551151984	5.557275861231493523e-20	4.092538837028526251e-20
-1.551090949	5.517658337729316925e-20	4.145867260211276381e-20
-1.551029914	5.477528440589915940e-20	4.198813014522097706e-20
-1.550968878	5.436889858321681564e-20	4.251371171410153219e-20
-1.550907843	5.395746326894753268e-20	4.303536837804836654e-20
-1.550846808	5.354101629399682818e-20	4.355305156574240713e-20
-1.550785773	5.311959595703783983e-20	4.406671306977765650e-20
-1.550724738	5.269324102100244942e-20	4.457630505118949335e-20
-1.550663703	5.226199070955299128e-20	4.508178004392063926e-20
-1.550602668	5.182588470352159297e-20	4.558309095929198841e-20
-1.550541632	5.138496313732186088e-20	4.608019109040497043e-20
-1.550480597	5.093926659521591636e-20	4.657303411651351977e-20
-1.550419562	5.048883610761747095e-20	4.706157410734120408e-20
-1.550358527	5.003371314733358469e-20	4.754576552739267724e-20
-1.550297492	4.957393962577675917e-20	4.802556324021603315e-20
-1.550236457	4.910955788913179526e-20	4.850092251263332749e-20
-1.550175421	4.864061071448067160e-20	4.897179901893558420e-20
-1.550114386	4.816714130588375265e-20	4.943814884504334581e-20
-1.550053351	4.768919329043064521e-20	4.989992849262009868e-20
-1.549992316	4.720681071425018321e-20	5.035709488314914170e-20
-1.549931281	4.672003803846676323e-20	5.080960536198594753e-20
-1.549870246	4.622892013512863969e-20	5.125741770236057603e-20
-1.549809211	4.573350228310081908e-20	5.170049010933570706e-20
-1.549748175	4.523383016387092021e-20	5.213878122366906290e-20
-1.549687140	4.472994985734342464e-20	5.257225012568715753e-20
-1.549626105	4.422190783767788656e-20	5.300085633919962285e-20
-1.549565070	4.370975096902954610e-20	5.342455983531034116e-20
-1.549504035	4.319352650125461392e-20	5.384332103617785350e-20
-1.549443000	4.267328206556558987e-20	5.425710081874580166e-20
-1.549381964	4.214906567016257382e-20	5.466586051842147244e-20
-1.549320929	4.162092569582906112e-20	5.506956193271265756e-20
-1.549259894	4.108891089149283652e-20	5.546816732482232367e-20
-1.549198859	4.055307036973935188e-20	5.586163942721006002e-20
-1.549137824	4.001345360230474317e-20	5.624994144509982286e-20
-1.549076789	3.947011041552716908e-20	5.663303705995006393e-20
-1.549015753	3.892309098578367518e-20	5.701089043286689969e-20
-1.548954718	3.837244583485071888e-20	5.738346620800359425e-20
-1.548893683	3.781822582529559969e-20	5.775072951589494602e-20
-1.548832648	3.726048215584633103e-20	5.811264597682020213e-20
-1.548771613	3.669926635664540853e-20	5.846918170399247061e-20
-1.548710578	3.613463028446624548e-20	5.882030330674582150e-20
-1.548649543	3.556662611794819339e-20	5.916597789368662583e-20
-1.548588507	3.499530635279421764e-20	5.950617307580317417e-20
-1.548527472	3.442072379694393928e-20	5.984085696952647278e-20
-1.548466437	3.384293156569963592e-20	6.016999819975451942e-20
-1.548405402	3.326198307684527929e-20	6.049356590281656227e-20
-1.548344367	3.267793204571972955e-20	6.081152972940068198e-20
-1.548283332	3.209083248028233427e-20	6.112385984742233193e-20
-1.548222296	3.150073867611425548e-20	6.143052694486515710e-20
-1.548161261	3.090770521143032320e-20	6.173150223255340634e-20
-1.548100226	3.031178694204703783e-20	6.202675744688546492e-20
-1.548039191	2.971303899632721478e-20	6.231626485251764997e-20
-1.547978156	2.911151677008110291e-20	6.259999724499364650e-20
-1.547917121	2.850727592144363363e-20	6.287792795325600428e-20
-1.547856086	2.790037236575212732e-20	6.315003084223339610e-20
-1.547795050	2.729086227041679559e-20	6.341628031535649607e-20
-1.547734015	2.667880204972595751e-20	6.367665131700314034e-20
-1.547672980	2.606424835963617043e-20	6.393111933488828578e-20
-1.547611945	2.544725809255744663e-20	6.417966040239699724e-20
-1.547550910	2.482788837209766134e-20	6.442225110087516065e-20
-1.547489875	2.420619654777558616e-20	6.465886856187204795e-20
-1.547428839	2.358224018973762387e-20	6.488949046932329841e-20
-1.547367804	2.295607708343691536e-20	6.511409506168832777e-20
-1.547306769	2.232776522430095122e-20	6.533266113403411223e-20
-1.547245734	2.169736281235661421e-20	6.554516804007496488e-20
-1.547184699	2.106492824687248891e-20	6.575159569414762504e-20
-1.547123664	2.043052012094857246e-20	6.595192457314669750e-20
-1.547062628	1.979419721610002986e-20	6.614613571840318044e-20
-1.547001593	1.915601849684653461e-20	6.633421073749403320e-20
-1.546940558	1.851604310524780654e-20	6.651613180600753172e-20
-1.546879523	1.787433035543465392e-20	6.669188166928570556e-20
-1.546818488	1.723093972811433745e-20	6.686144364409970435e-20
-1.546757453	1.658593086507750207e-20	6.702480162026389561e-20
-1.546696418	1.593936356366269621e-20	6.718194006220360780e-20
-1.546635382	1.529129777123996073e-20	6.733284401046142424e-20
-1.546574347	1.464179357964336270e-20	6.747749908315865098e-20
-1.546513312	1.399091121963717271e-20	6.761589147739267523e-20
-1.546452277	1.333871105531082346e-20	6.774800797059363859e-20
-1.546391242	1.268525357850094266e-20	6.787383592181813236e-20
-1.546330207	1.203059940318911021e-20	6.799336327299196397e-20
-1.546269171	1.137480925989533471e-20	6.810657855009756505e-20
-1.546208136	1.071794399003655474e-20	6.821347086431151788e-20
-1.546147101	1.006006454029725552e-20	6.831402991308356967e-20
-1.546086066	9.401231956985610894e-21	6.840824598116216616e-20
-1.546025031	8.741507380374740079e-21	6.849610994157459351e-20
-1.545963996	8.080952039045608934e-21	6.857761325656751822e-20
-1.545902961	7.419627244198780816e-21	6.865274797844778795e-20
-1.545841925	6.757594383964361137e-21	6.872150675038271560e-20
-1.545780890	6.094914917716866576e-21	6.878388280715234754e-20
-1.545719855	5.431650370367054606e-21	6.883986997584910583e-20
-1.545658820	4.767862326654597114e-21	6.888946267652104880e-20
-1.545597785	4.103612425432379997e-21	6.893265592276039913e-20
-1.545536750	3.438962353962614113e-21	6.896944532223638851e-20
-1.545475714	2.773973842168390307e-21	6.899982707717463361e-20
-1.545414679	2.108708656923542378e-21	6.902379798477981752e-20
-1.545353644	1.443228596300979740e-21	6.904135543760389145e-20
-1.545292609	7.775954838604440934e-22	6.905249742385848464e-20
-1.545231574	1.118711628780933748e-22	6.905722252767299104e-20
-1.545170539	-5.538825093775225157e-22	6.905552992929626226e-20
-1.545109503	-1.219603667401077588e-21	6.904741940524362830e-20
-1.545048468	-1.885230443186106083e-21	6.903289132838798196e-20
-1.544987433	-2.550700971976646354e-21	6.901194666797506596e-20
-1.544926398	-3.215953397980907430e-21	6.898458698958353393e-20
-1.544865363	-3.880925880163592759e-21	6.895081445508816513e-20
-1.544804328	-4.545556597976899723e-21	6.891063182253567814e-20
-1.544743293	-5.209783757131589028e-21	6.886404244595785542e-20
-1.544682257	-5.873545595321360826e-21	6.881105027513212615e-20
-1.544621222	-6.536780387990156885e-21	6.875165985528297491e-20
-1.544560187	-7.199426454040059471e-21	6.868587632673342050e-20
-1.544499152	-7.861422161602527008e-21	6.861370542449466054e-20
-1.544438117	-8.522705933758902537e-21	6.853515347780493156e-20
-1.544377082	-9.183216254266519415e-21	6.845022740961205982e-20
-1.544316046	-9.842891673285859504e-21	6.835893473600056932e-20
-1.544255011	-1.050167081310429509e-20	6.826128356556257681e-20
-1.544193976	-1.115949237385203379e-20	6.815728259871439966e-20
-1.544132941	-1.181629513920585338e-20	6.804694112695828665e-20
-1.544071906	-1.247201798207817547e-20	6.793026903209095712e-20
-1.544010871	-1.312659987033550659e-20	6.780727678535088343e-20
-1.543949836	-1.377997987246047061e-20	6.767797544651882150e-20
-1.543888800	-1.443209716323069908e-20	6.754237666296010600e-20
-1.543827765	-1.508289102937696059e-20	6.740049266861347700e-20
-1.543766730	-1.573230087527017464e-20	6.725233628291745824e-20
-1.543705695	-1.638026622855597699e-20	6.709792090969062146e-20
-1.543644660	-1.702672674578837163e-20	6.693726053595573400e-20
-1.543583625	-1.767162221807125513e-20	6.677036973070482838e-20
-1.543522589	-1.831489257665019168e-20	6.659726364361926539e-20
-1.543461554	-1.895647789853956815e-20	6.641795800372371372e-20
-1.543400519	-1.959631841209698764e-20	6.623246911799620628e-20
-1.543339484	-2.023435450260734087e-20	6.604081386991828812e-20
-1.543278449	-2.087052671782853347e-20	6.584300971797847257e-20
-1.543217414	-2.150477577356994212e-20	6.563907469410783241e-20
-1.543156378	-2.213704255919780257e-20	6.542902740207987708e-20
-1.543095343	-2.276726814317408493e-20	6.521288701584152978e-20
-1.543034308	-2.339539377853653471e-20	6.499067327780516461e-20
-1.542973273	-2.402136090840708522e-20	6.476240649707239364e-20
-1.542912238	-2.464511117145147477e-20	6.452810754761476126e-20
-1.542851203	-2.526658640730822651e-20	6.428779786639508373e-20
-1.542790168	-2.588572866201588892e-20	6.404149945144616560e-20
-1.542729132	-2.650248019347433818e-20	6.378923485988528630e-20
-1.542668097	-2.711678347681600118e-20	6.353102720589269588e-20
-1.542607062	-2.772858120979405679e-20	6.326690015862311254e-20
-1.542546027	-2.833781631813445380e-20	6.299687794007245428e-20
-1.542484992	-2.894443196088001135e-20	6.272098532288675658e-20
-1.542423957	-2.954837153570461038e-20	6.243924762812385654e-20
-1.542362921	-3.014957868420601022e-20	6.215169072296334191e-20
-1.542301886	-3.074799729716975218e-20	6.185834101836944704e-20
-1.542240851	-3.134357151983719783e-20	6.155922546668973129e-20
-1.542179816	-3.193624575712401076e-20	6.125437155921587664e-20
-1.542118781	-3.252596467882412155e-20	6.094380732368968070e-20
-1.542057746	-3.311267322478145158e-20	6.062756132176380229e-20
-1.541996711	-3.369631661006281036e-20	6.030566264639812086e-20
-1.541935675	-3.427684033007860623e-20	5.997814091922116429e-20
-1.541874640	-3.485419016569345194e-20	5.964502628783365048e-20
-1.541813605	-3.542831218828627471e-20	5.930634942307050114e-20
-1.541752570	-3.599915276481438655e-20	5.896214151619655530e-20
-1.541691535	-3.656665856284163596e-20	5.861243427607623475e-20
-1.541630500	-3.713077655554386974e-20	5.825725992628235006e-20
-1.541569464	-3.769145402667404659e-20	5.789665120216230737e-20
-1.541508429	-3.824863857551602986e-20	5.753064134784605588e-20
-1.541447394	-3.880227812179289227e-20	5.715926411321637137e-20
-1.541386359	-3.935232091055777883e-20	5.678255375082437100e-20
-1.541325324	-3.989871551703744615e-20	5.640054501276990407e-20
-1.541264289	-4.044141085147807070e-20	5.601327314751276572e-20
-1.541203253	-4.098035616392975230e-20	5.562077389665825967e-20
-1.541142218	-4.151550104901320278e-20	5.522308349168746270e-20
-1.541081183	-4.204679545064548452e-20	5.482023865064869366e-20
-1.541020148	-4.257418966675927312e-20	5.441227657478407866e-20
-1.540959113	-4.309763435396128466e-20	5.399923494513175324e-20
-1.540898078	-4.361708053216918077e-20	5.358115191907501118e-20
-1.540837043	-4.413247958921533567e-20	5.315806612684626020e-20
-1.540776007	-4.464378328541172342e-20	5.273001666799550437e-20
-1.540714972	-4.515094375806171579e-20	5.229704310784642236e-20
-1.540653937	-4.565391352597588844e-20	5.185918547384368486e-20
-1.540592902	-4.615264549396087612e-20	5.141648425185492831e-20
-1.540531867	-4.664709295725095552e-20	5.096898038245504623e-20
-1.540470832	-4.713720960590253591e-20	5.051671525716922953e-20
-1.540409796	-4.762294952915537940e-20	5.005973071467054888e-20
-1.540348761	-4.810426721974875432e-20	4.959806903694374895e-20
-1.540287726	-4.858111757821651183e-20	4.913177294539200519e-20
-1.540226691	-4.905345591713739059e-20	4.866088559690917020e-20
