# time (s)	h_+ (strain)	h_x (strain)
-2.902714484	5.709805086973838041e-20	1.751694535366586794e-20
-2.902653449	5.696183147331559047e-20	1.795593222264237655e-20
-2.902592414	5.682223587366234874e-20	1.839386319549995094e-20
-2.902531378	5.667927223001356931e-20	1.883071229710005846e-20
-2.902470343	5.653294890151860747e-20	1.926645361516030870e-20
-2.902409308	5.638327444675857351e-20	1.970106130179375907e-20
-2.902348273	5.623025762325170578e-20	2.013450957504436539e-20
-2.902287238	5.607390738694681497e-20	2.056677272041874625e-20
-2.902226203	5.591423289170526918e-20	2.099782509241392090e-20
-2.902165168	5.575124348877076130e-20	2.142764111604117123e-20
-2.902104132	5.558494872622771344e-20	2.185619528834595558e-20
-2.902043097	5.541535834844776470e-20	2.228346217992336885e-20
-2.901982062	5.524248229552159770e-20	2.270941643642823109e-20
-2.901921027	5.506633070265116329e-20	2.313403278006744544e-20
-2.901859992	5.488691389957535619e-20	2.355728601110788694e-20
-2.901798957	5.470424240999063507e-20	2.397915100938335545e-20
-2.901737921	5.451832695093986477e-20	2.439960273578847135e-20
-2.901676886	5.432917843218945858e-20	2.481861623376753073e-20
-2.901615851	5.413680795559483844e-20	2.523616663079851267e-20
-2.901554816	5.394122681445460443e-20	2.565222913987233181e-20
-2.901493781	5.374244649285325103e-20	2.606677906096719800e-20
-2.901432746	5.354047866499259854e-20	2.647979178251774566e-20
-2.901371711	5.333533519451172921e-20	2.689124278287916491e-20
-2.901310675	5.312702813379596353e-20	2.730110763178608443e-20
-2.901249640	5.291556972327412454e-20	2.770936199180626040e-20
-2.901188605	5.270097239070506505e-20	2.811598161978858393e-20
-2.901127570	5.248324875045287998e-20	2.852094236830592454e-20
-2.901066535	5.226241160275500485e-20	2.892422018709615310e-20
-2.901005500	5.203847393302676853e-20	2.932579112453975743e-20
-2.900944464	5.181144891108448506e-20	2.972563132907259611e-20
-2.900883429	5.158134989033750807e-20	3.012371705057258017e-20
-2.900822394	5.134819040700742261e-20	3.052002464177307085e-20
-2.900761359	5.111198417933722222e-20	3.091453055967075856e-20
-2.900700324	5.087274510678932162e-20	3.130721136692764349e-20
-2.900639289	5.063048726923308510e-20	3.169804373326692561e-20
-2.900578253	5.038522492612148542e-20	3.208700443686246685e-20
-2.900517218	5.013697251565701974e-20	3.247407036572195781e-20
-2.900456183	4.988574465394694248e-20	3.285921851906378921e-20
-2.900395148	4.963155613414798399e-20	3.324242600868754963e-20
-2.900334113	4.937442192560048249e-20	3.362367006033752371e-20
-2.900273078	4.911435717295191143e-20	3.400292801505992512e-20
-2.900212043	4.885137719527005495e-20	3.438017733055332249e-20
-2.900151007	4.858549748514571109e-20	3.475539558251216815e-20
-2.900089972	4.831673370778276212e-20	3.512856046596179258e-20
-2.900028937	4.804510170004789063e-20	3.549964979656428722e-20
-2.899967902	4.777061746955102017e-20	3.586864151194563273e-20
-2.899906867	4.749329719373377264e-20	3.623551367302969432e-20
-2.899845832	4.721315721892169408e-20	3.660024446534722222e-20
-2.899784796	4.693021405936552673e-20	3.696281220033690759e-20
-2.899723761	4.664448439627283942e-20	3.732319531663890330e-20
-2.899662726	4.635598507682926397e-20	3.768137238138133910e-20
-2.899601691	4.606473311321011396e-20	3.803732209145878403e-20
-2.899540656	4.577074568158186828e-20	3.839102327480362498e-20
-2.899479621	4.547404012109420559e-20	3.874245489164935636e-20
-2.899418586	4.517463393286199391e-20	3.909159603578629246e-20
-2.899357550	4.487254477893772268e-20	3.943842593580967837e-20
-2.899296515	4.456779048127424508e-20	3.978292395635942916e-20
-2.899235480	4.426038902067814342e-20	4.012506959935226159e-20
-2.899174445	4.395035853575334453e-20	4.046484250520569485e-20
-2.899113410	4.363771732183537634e-20	4.080222245405388407e-20
-2.899052375	4.332248382991860684e-20	4.113718936695892799e-20
-2.898991339	4.300467666559370853e-20	4.146972330714737010e-20
-2.898930304	4.268431458794332417e-20	4.179980448118687568e-20
-2.898869269	4.236141650842394407e-20	4.212741324014413695e-20
-2.898808234	4.203600148975347694e-20	4.245253008075861906e-20
-2.898747199	4.170808874479034059e-20	4.277513564660836764e-20
-2.898686164	4.137769763540335030e-20	4.309521072926662597e-20
-2.898625128	4.104484767133288038e-20	4.341273626945048371e-20
-2.898564093	4.070955850904290753e-20	4.372769335816011263e-20
-2.898503058	4.037184995056441175e-20	4.404006323780971474e-20
-2.898442023	4.003174194233021276e-20	4.434982730334906360e-20
-2.898380988	3.968925457400085687e-20	4.465696710337659544e-20
-2.898319953	3.934440807728199976e-20	4.496146434124311155e-20
-2.898258918	3.899722282473342943e-20	4.526330087614655504e-20
-2.898197882	3.864771932856953080e-20	4.556245872421742286e-20
-2.898136847	3.829591823945136057e-20	4.585892005959530045e-20
-2.898075812	3.794184034527030802e-20	4.615266721549591116e-20
-2.898014777	3.758550656992388977e-20	4.644368268526859628e-20
-2.897953742	3.722693797208622399e-20	4.673194912345100237e-20
-2.897892707	3.686615574397810752e-20	4.701744934682897474e-20
-2.897831671	3.650318121010713264e-20	4.730016633544656923e-20
-2.897770636	3.613803582600697939e-20	4.758008323361815249e-20
-2.897709601	3.577074117697278973e-20	4.785718335093843788e-20
-2.897648566	3.540131897678892838e-20	4.813145016328271718e-20
-2.897587531	3.502979106644887130e-20	4.840286731379727610e-20
-2.897526496	3.465617941286761319e-20	4.867141861387992733e-20
-2.897465461	3.428050610758617270e-20	4.893708804415091996e-20
-2.897404425	3.390279336546914012e-20	4.919985975541337672e-20
-2.897343390	3.352306352339426265e-20	4.945971806960420979e-20
-2.897282355	3.314133903893509626e-20	4.971664748073458853e-20
-2.897221320	3.275764248903603813e-20	4.997063265582068127e-20
-2.897160285	3.237199656868055811e-20	5.022165843580356967e-20
-2.897099250	3.198442408955214177e-20	5.046970983645957566e-20
-2.897038214	3.159494797868792692e-20	5.071477204929997162e-20
-2.896977179	3.120359127712606287e-20	5.095683044246027255e-20
-2.896916144	3.081037713854543812e-20	5.119587056157918835e-20
-2.896855109	3.041532882789821593e-20	5.143187813066636960e-20
-2.896794074	3.001846972001315593e-20	5.166483905294196257e-20
-2.896733039	2.961982329821767750e-20	5.189473941168383782e-20
-2.896672003	2.921941315297375363e-20	5.212156547108166191e-20
-2.896610968	2.881726298048568024e-20	5.234530367706372320e-20
-2.896549933	2.841339658130093628e-20	5.256594065811243074e-20
-2.896488898	2.800783785890438118e-20	5.278346322606883546e-20
-2.896427863	2.760061081830633161e-20	5.299785837692657664e-20
-2.896366828	2.719173956462449318e-20	5.320911329161489289e-20
-2.896305793	2.678124830166006029e-20	5.341721533677061308e-20
-2.896244757	2.636916133046749043e-20	5.362215206549922363e-20
-2.896183722	2.595550304791862412e-20	5.382391121812512664e-20
-2.896122687	2.554029794526095784e-20	5.402248072293046866e-20
-2.896061652	2.512357060667030463e-20	5.421784869688326265e-20
-2.896000617	2.470534570779751747e-20	5.441000344635411674e-20
-2.895939582	2.428564801431011193e-20	5.459893346782183479e-20
-2.895878546	2.386450238042810201e-20	5.478462744856785259e-20
-2.895817511	2.344193374745458480e-20	5.496707426735927490e-20
-2.895756476	2.301796714230096864e-20	5.514626299512084444e-20
-2.895695441	2.259262767600762721e-20	5.532218289559624609e-20
-2.895634406	2.216594054227752661e-20	5.549482342604907312e-20
-2.895573371	2.173793101599259719e-20	5.566417423792510636e-20
-2.895512336	2.130862445169138831e-20	5.583022517740833022e-20
-2.895451300	2.087804628206685797e-20	5.599296628602968296e-20
-2.895390265	2.044622201646186349e-20	5.615238780126983672e-20
-2.895329230	2.001317723935981315e-20	5.630848015715098759e-20
-2.895268195	1.957893760887095753e-20	5.646123398481625964e-20
-2.895207160	1.914352885521406156e-20	5.661064011309815514e-20
-2.895146125	1.870697677919364690e-20	5.675668956907496781e-20
-2.895085089	1.826930725067308769e-20	5.689937357861537555e-20
-2.895024054	1.783054620704328249e-20	5.703868356691159811e-20
-2.894963019	1.739071965168743539e-20	5.717461115900048146e-20
-2.894901984	1.694985365244150070e-20	5.730714818027291831e-20
-2.894840949	1.650797434005107672e-20	5.743628665697133991e-20
-2.894779914	1.606510790662409559e-20	5.756201881667529110e-20
-2.894718878	1.562128060407984779e-20	5.768433708877528132e-20
-2.894657843	1.517651874259454304e-20	5.780323410493436985e-20
-2.894596808	1.473084868904301330e-20	5.791870269953814726e-20
-2.894535773	1.428429686543713267e-20	5.803073591013234285e-20
-2.894474738	1.383688974735937427e-20	5.813932697784508474e-20
-2.894413703	1.338865386236957872e-20	5.824446934772151823e-20
-2.894352668	1.293961578843686796e-20	5.834615666912596398e-20
-2.894291632	1.248980215239178742e-20	5.844438279620859495e-20
-2.894230597	1.203923962834998349e-20	5.853914178828638530e-20
-2.894169562	1.158795493613141231e-20	5.863042791020838716e-20
-2.894108527	1.113597483967707932e-20	5.871823563270901831e-20
-2.894047492	1.068332614546266439e-20	5.880255963274895183e-20
-2.893986457	1.023003570090995909e-20	5.888339479384389642e-20
-2.893925421	9.776130392795342893e-21	5.896073620638112296e-20
-2.893864386	9.321637145655916646e-21	5.903457916792373739e-20
-2.893803351	8.866582920193464875e-21	5.910491918350263964e-20
-2.893742316	8.410994711675912862e-21	5.917175196589627700e-20
-2.893681281	7.954899548336723887e-21	5.923507343589786689e-20
-2.893620246	7.498324489772041017e-21	5.929487972257065480e-20
-2.893559211	7.041296625336202397e-21	5.935116716349041296e-20
-2.893498175	6.583843072535094378e-21	5.940393230497592599e-20
-2.893437140	6.125990975417565928e-21	5.945317190230677746e-20
-2.893376105	5.667767502965661901e-21	5.949888291992911147e-20
-2.893315070	5.209199847482748326e-21	5.954106253164863484e-20
-2.893254035	4.750315222980233861e-21	5.957970812081146199e-20
-2.893193000	4.291140863564800577e-21	5.961481728051868758e-20
-2.893131964	3.831704021824953885e-21	5.964638781394535664e-20
-2.893070929	3.372031967202948946e-21	5.967441773433365155e-20
-2.893009894	2.912151984373447298e-21	5.969890526506466911e-20
-2.892948859	2.452091371624399967e-21	5.971984883977688923e-20
-2.892887824	1.991877439236688873e-21	5.973724710247172799e-20
-2.892826789	1.531537507863017435e-21	5.975109890760711374e-20
-2.892765753	1.071098906906236929e-21	5.976140332017819558e-20
-2.892704718	6.105889728968338297e-22	5.976815961578581019e-20
-2.892643683	1.500350478699505268e-22	5.977136728069215325e-20
-2.892582648	-3.105355222581748867e-22	5.977102601186431749e-20
-2.892521613	-7.710953893137780433e-22	5.976713571700493902e-20
-2.892460578	-1.231617204489736245e-21	5.975969651457065020e-20
-2.892399543	-1.692073619969900316e-21	5.974870873377778515e-20
-2.892338507	-2.152437290553140062e-21	5.973417291459569923e-20
-2.892277472	-2.612680875277714347e-21	5.971608980772752175e-20
-2.892216437	-3.072777039045321212e-21	5.969446037457840220e-20
-2.892155402	-3.532698454245137915e-21	5.966928578721118980e-20
-2.892094367	-3.992417802377139894e-21	5.964056742828976300e-20
-2.892033332	-4.451907775675380597e-21	5.960830689100946731e-20
-2.891972296	-4.911141078730706701e-21	5.957250597901564845e-20
-2.891911261	-5.370090430111549661e-21	5.953316670629368176e-20
-2.891850226	-5.828728563974412404e-21	5.949029129691834852e-20
-2.891789191	-6.287028231683342441e-21	5.944388218500031917e-20
-2.891728156	-6.744962203434274723e-21	5.939394201464727363e-20
-2.891667121	-7.202503269873396594e-21	5.934047363982102132e-20
-2.891606086	-7.659624243714886061e-21	5.928348012418095923e-20
-2.891545050	-8.116297961357293638e-21	5.922296474091489093e-20
-2.891484015	-8.572497284498428587e-21	5.915893097255750776e-20
-2.891422980	-9.028195101749102389e-21	5.909138251079638743e-20
-2.891361945	-9.483364330245365325e-21	5.902032325626561864e-20
-2.891300910	-9.937977917259139120e-21	5.894575731832675059e-20
-2.891239875	-1.039200884180712528e-20	5.886768901483771751e-20
-2.891178839	-1.084543011625795901e-20	5.878612287190906407e-20
-2.891117804	-1.129821478793773214e-20	5.870106362364778467e-20
-2.891056769	-1.175033594073318536e-20	5.861251621188896919e-20
-2.890995734	-1.220176669669304222e-20	5.852048578591491809e-20
-2.890934699	-1.265248021762745032e-20	5.842497770216206410e-20
-2.890873664	-1.310244970670459679e-20	5.832599752391532706e-20
-2.890812628	-1.355164841004548664e-20	5.822355102099041980e-20
-2.890751593	-1.400004961831611953e-20	5.811764416940363538e-20
-2.890690558	-1.444762666831720807e-20	5.800828315102954914e-20
-2.890629523	-1.489435294457104325e-20	5.789547435324635877e-20
-2.890568488	-1.534020188091388494e-20	5.777922436859592148e-20
-2.890507453	-1.578514696211266570e-20	5.765953999451649514e-20
-2.890446418	-1.622916172541941487e-20	5.753642823285583916e-20
-2.890385382	-1.667221976213437942e-20	5.740989628942241255e-20
-2.890324347	-1.711429471917846150e-20	5.727995157356968607e-20
-2.890263312	-1.755536030066259554e-20	5.714660169776818855e-20
-2.890202277	-1.799539026945360757e-20	5.700985447716562448e-20
-2.890141242	-1.843435844873691473e-20	5.686971792913473787e-20
-2.890080207	-1.887223872357584243e-20	5.672620027280922337e-20
-2.890019171	-1.930900504246697832e-20	5.657930992860762428e-20
-2.889958136	-1.974463141889232433e-20	5.642905551774520565e-20
-2.889897101	-2.017909193286741334e-20	5.627544586173382640e-20
-2.889836066	-2.061236073248581172e-20	5.611848998186984653e-20
-2.889775031	-2.104441203545939984e-20	5.595819709871028625e-20
-2.889713996	-2.147522013065486395e-20	5.579457663153697209e-20
-2.889652961	-2.190475937962608339e-20	5.562763819780871814e-20
-2.889591925	-2.233300421814212429e-20	5.545739161260199990e-20
-2.889530890	-2.275992915771110158e-20	5.528384688803955492e-20
-2.889469855	-2.318550878709959019e-20	5.510701423270733161e-20
-2.889408820	-2.360971777384763685e-20	5.492690405105976207e-20
-2.889347785	-2.403253086577902616e-20	5.474352694281331079e-20
-2.889286750	-2.445392289250699972e-20	5.455689370232831137e-20
-2.889225714	-2.487386876693263866e-20	5.436701531796279292e-20
-2.889164679	-2.529234348673482320e-20	5.417390297140296662e-20
-2.889103644	-2.570932213586702631e-20	5.397756803704793328e-20
-2.889042609	-2.612477988604466128e-20	5.377802208135286893e-20
-2.888981574	-2.653869199822611877e-20	5.357527686215331238e-20
-2.888920539	-2.695103382408863106e-20	5.336934432797790909e-20
-2.888859503	-2.736178080749899940e-20	5.316023661734993061e-20
-2.888798468	-2.777090848597877531e-20	5.294796605807717810e-20
-2.888737433	-2.817839249216407036e-20	5.273254516653083001e-20
-2.888676398	-2.858420855525973555e-20	5.251398664691300482e-20
-2.888615363	-2.898833250248811205e-20	5.229230339051288868e-20
-2.888554328	-2.939074026053186568e-20	5.206750847495184913e-20
-2.888493293	-2.979140785697104965e-20	5.183961516341754088e-20
-2.888432257	-3.019031142171428112e-20	5.160863690388666672e-20
-2.888371222	-3.058742718842415811e-20	5.137458732833669437e-20
-2.888310187	-3.098273149593620037e-20	5.113748025194698675e-20
-2.888249152	-3.137620078967199451e-20	5.089732967228832256e-20
-2.888188117	-3.176781162304603163e-20	5.065414976850213106e-20
-2.888127082	-3.215754065886600884e-20	5.040795490046850847e-20
-2.888066046	-3.254536467072716045e-20	5.015875960796347313e-20
-2.888005011	-3.293126054439952936e-20	4.990657860980564609e-20
-2.887943976	-3.331520527920964723e-20	4.965142680299247759e-20
-2.887882941	-3.369717598942391797e-20	4.939331926185780318e-20
-2.887821906	-3.407714990562288310e-20	4.913227123720223816e-20
-2.887760871	-3.445510437604992639e-20	4.886829815535181916e-20
-2.887699836	-3.483101686796380631e-20	4.860141561724729205e-20
-2.887638800	-3.520486496898578387e-20	4.833163939752709848e-20
-2.887577765	-3.557662638843948607e-20	4.805898544360010676e-20
-2.887516730	-3.594627895868384195e-20	4.778346987470768401e-20
-2.887455695	-3.631380063643827895e-20	4.750510898097594004e-20
-2.887394660	-3.667916950410129878e-20	4.722391922245722806e-20
-2.887333625	-3.704236377106125327e-20	4.693991722816173902e-20
-2.887272589	-3.740336177499967539e-20	4.665311979507915326e-20
-2.887211554	-3.776214198318738191e-20	4.636354388718983193e-20
-2.887150519	-3.811868299377254740e-20	4.607120663446618022e-20
-2.887089484	-3.847296353706151385e-20	4.577612533186423645e-20
-2.887028449	-3.882496247679134887e-20	4.547831743830511994e-20
-2.886967414	-3.917465881139516361e-20	4.517780057564669876e-20
-2.886906378	-3.952203167525897467e-20	4.487459252764571215e-20
-2.886845343	-3.986706033997083212e-20	4.456871123890981781e-20
-2.886784308	-4.020972421556200915e-20	4.426017481384026843e-20
-2.886723273	-4.055000285173959725e-20	4.394900151556503677e-20
-2.886662238	-4.088787593911141570e-20	4.363520976486211249e-20
-2.886601203	-4.122332331040130945e-20	4.331881813907056934e-20
-2.886540168	-4.155632494164061368e-20	4.299984537094232569e-20
-2.886479132	-4.188686095336826695e-20	4.267831034754641681e-20
-2.886418097	-4.221491161183499284e-20	4.235423210920166253e-20
-2.886357062	-4.254045733018662746e-20	4.202762984835493946e-20
-2.886296027	-4.286347866963760662e-20	4.169852290844923974e-20
-2.886234992	-4.318395634063641220e-20	4.136693078278225055e-20
-2.886173957	-4.350187120402175610e-20	4.103287311335600826e-20
-2.886112921	-4.381720427217022379e-20	4.069636968971782562e-20
-2.886051886	-4.412993671013473366e-20	4.035744044779213095e-20
-2.885990851	-4.444004983677423337e-20	4.001610546870364075e-20
