# time (s)	h_+ (strain)	h_x (strain)	h_abs (strain)	 h_arg (rad)
-0.784854889	-3.019491049006818990e-20	-1.359495251826289047e-19	1.392623639641575199e-19	2.468335794308458730e+02
-0.784793854	-2.891935682961402102e-20	-1.362290738472205392e-19	1.392648188190758059e-19	2.468242027543375912e+02
-0.784732819	-2.764118084882924423e-20	-1.364966617958265223e-19	1.392672738302934179e-19	2.468148258236991524e+02
-0.784671783	-2.636049466908286213e-20	-1.367522642935848075e-19	1.392697291898753569e-19	2.468054486389002591e+02
-0.784610748	-2.507741057168814022e-20	-1.369958572494212696e-19	1.392721846762117251e-19	2.467960711999225509e+02
-0.784549713	-2.379204114244807585e-20	-1.372274180327103488e-19	1.392746404829256007e-19	2.467866935067135046e+02
-0.784488678	-2.250449914251522923e-20	-1.374469247856049128e-19	1.392770965186853653e-19	2.467773155592815897e+02
-0.784427643	-2.121489753825076350e-20	-1.376543567329374510e-19	1.392795527172501993e-19	2.467679373575454633e+02
-0.784366608	-1.992334954995590707e-20	-1.378496944076516435e-19	1.392820092674307872e-19	2.467585589015295966e+02
-0.784305572	-1.862996852144100531e-20	-1.380329190506584199e-19	1.392844659994627843e-19	2.467491801911709501e+02
-0.784244537	-1.733486802291845120e-20	-1.382040132408369659e-19	1.392869230231088138e-19	2.467398012264405907e+02
-0.784183502	-1.603816177969114790e-20	-1.383629605165052065e-19	1.392893803423776028e-19	2.467304220073146155e+02
-0.784122467	-1.473996365443063104e-20	-1.385097452556745334e-19	1.392918377340387761e-19	2.467210425337753747e+02
-0.784061432	-1.344038770972741839e-20	-1.386443533775978577e-19	1.392942954513214029e-19	2.467116628057684693e+02
-0.784000397	-1.213954812343480171e-20	-1.387667716027358199e-19	1.392967534786329377e-19	2.467022828232930465e+02
-0.783939362	-1.083755919582354851e-20	-1.388769877251740428e-19	1.392992118030145924e-19	2.466929025862830258e+02
-0.783878326	-9.534535346826802174e-21	-1.389749904393771394e-19	1.393016702409014820e-19	2.466835220947455127e+02
-0.783817291	-8.230591128862372764e-21	-1.390607698942012867e-19	1.393041289908468727e-19	2.466741413486330430e+02
-0.783756256	-6.925841172562611676e-21	-1.391343169742988043e-19	1.393065879126045220e-19	2.466647603479119084e+02
-0.783695221	-5.620400222866593818e-21	-1.391956240056403637e-19	1.393090472330666716e-19	2.466553790925752025e+02
-0.783634186	-4.314383073483525483e-21	-1.392446839035682252e-19	1.393115066916921706e-19	2.466459975825580386e+02
-0.783573151	-3.007904614309724890e-21	-1.392814910033579084e-19	1.393139663719587673e-19	2.466366158178575461e+02
-0.783512115	-1.701079786974398981e-21	-1.393060407268985073e-19	1.393164263661897172e-19	2.466272337984314618e+02
-0.783451080	-3.940235820773884232e-22	-1.393183294035661353e-19	1.393188865961244719e-19	2.466178515242572473e+02
-0.783390045	9.131489688749138405e-22	-1.393183545857558169e-19	1.393213471278602970e-19	2.466084689953043494e+02
-0.783329010	2.220322804596446893e-21	-1.393061147179771363e-19	1.393238078404937144e-19	2.465990862115374966e+02
-0.783267975	3.527382841626728767e-21	-1.392816095401614693e-19	1.393262688289950740e-19	2.465897031729451783e+02
-0.783206940	4.834213994250163760e-21	-1.392448397842265691e-19	1.393287301007122801e-19	2.465803198794662876e+02
-0.783145904	6.140701166126523828e-21	-1.391958071886830351e-19	1.393311915893949797e-19	2.465709363310979825e+02
-0.783084869	7.446729281181601946e-21	-1.391345146806390509e-19	1.393336533376060319e-19	2.465615525277917470e+02
-0.783023834	8.752183276314926262e-21	-1.390609662010265021e-19	1.393361153214242553e-19	2.465521684695362410e+02
-0.782962799	1.005694812476394449e-20	-1.389751668068074308e-19	1.393385775532538666e-19	2.465427841562930666e+02
-0.782901764	1.136090884069184258e-20	-1.388771226308738390e-19	1.393410400417525226e-19	2.465333995880255316e+02
-0.782840729	1.266395048236847754e-20	-1.387668408478328445e-19	1.393435027574219101e-19	2.465240147647247682e+02
-0.782779694	1.396595818294447052e-20	-1.386443297887486284e-19	1.393459657490630234e-19	2.465146296863323983e+02
-0.782718658	1.526681713940093844e-20	-1.385095988437218442e-19	1.393484290453848575e-19	2.465052443528418848e+02
-0.782657623	1.656641262559746477e-20	-1.383626583949551026e-19	1.393508925891779044e-19	2.464958587642141765e+02
-0.782596588	1.786463000507077369e-20	-1.382035199082279271e-19	1.393533563293041979e-19	2.464864729204145419e+02
-0.782535553	1.916135475711996308e-20	-1.380321960514599863e-19	1.393558203410136969e-19	2.464770868214189363e+02
-0.782474518	2.045647246671954577e-20	-1.378487005114497840e-19	1.393582846424174134e-19	2.464677004672078340e+02
-0.782413483	2.174986883032382622e-20	-1.376530479539970280e-19	1.393607491554264714e-19	2.464583138577337422e+02
-0.782352447	2.304142969478468447e-20	-1.374452542820753442e-19	1.393632139663980770e-19	2.464489269929925399e+02
-0.782291412	2.433104104640109365e-20	-1.372253363812966092e-19	1.393656790725810634e-19	2.464395398729099895e+02
-0.782230377	2.561858897606730204e-20	-1.369933120243773371e-19	1.393681442817299220e-19	2.464301524975043094e+02
-0.782169342	2.690395982071217428e-20	-1.367492004652118013e-19	1.393706098211139197e-19	2.464207648667220951e+02
-0.782108307	2.818704003984403057e-20	-1.364930217549185794e-19	1.393730756423077868e-19	2.464113769805275069e+02
-0.782047272	2.946771627711640075e-20	-1.362247970388723467e-19	1.393755417240435032e-19	2.464019888389008486e+02
-0.781986237	3.074587536834754251e-20	-1.359445485296357981e-19	1.393780080467950520e-19	2.463926004418216564e+02
-0.781925201	3.202140436829038305e-20	-1.356522995619413605e-19	1.393804746517970509e-19	2.463832117892456495e+02
-0.781864166	3.329419051387868895e-20	-1.353480744156724235e-19	1.393829414598674901e-19	2.463738228811508293e+02
-0.781803131	3.456412130109447519e-20	-1.350318985756913670e-19	1.393854085414702723e-19	2.463644337174975476e+02
-0.781742096	3.583108443790145503e-20	-1.347037985074774372e-19	1.393878758871771759e-19	2.463550442982643176e+02
-0.781681061	3.709496787218953729e-20	-1.343638017247913585e-19	1.393903434796608018e-19	2.463456546234297093e+02
-0.781620026	3.835565982395428693e-20	-1.340119368571069552e-19	1.393928113667420146e-19	2.463362646929535913e+02
-0.781558990	3.961304873573150502e-20	-1.336482334485251916e-19	1.393952794539719339e-19	2.463268745068030512e+02
-0.781497955	4.086702339953271948e-20	-1.332727223524442342e-19	1.393977479185716481e-19	2.463174840649365365e+02
-0.781436920	4.211747277806808988e-20	-1.328854351248036968e-19	1.394002165763013299e-19	2.463080933673758750e+02
-0.781375885	4.336428619281373129e-20	-1.324864045468212443e-19	1.394026854359564850e-19	2.462987024140415144e+02
-0.781314850	4.460735330499363154e-20	-1.320756645749672361e-19	1.394051546457152502e-19	2.462893112049050615e+02
-0.781253815	4.584656401364472329e-20	-1.316532499840058171e-19	1.394076241215248186e-19	2.462799197399573359e+02
-0.781192779	4.708180852603852446e-20	-1.312191965484176142e-19	1.394100937410731592e-19	2.462705280191673296e+02
-0.781131744	4.831297748484240817e-20	-1.307735413716183457e-19	1.394125636961219628e-19	2.462611360425047167e+02
-0.781070709	4.953996180207124334e-20	-1.303163223725742445e-19	1.394150339528107328e-19	2.462517438099235108e+02
-0.781009674	5.076265268662514150e-20	-1.298475783753564284e-19	1.394175043447818295e-19	2.462423513214089041e+02
-0.780948639	5.198094186920434642e-20	-1.293673496410583151e-19	1.394199751497662435e-19	2.462329585769310825e+02
-0.780887604	5.319472128097601414e-20	-1.288756770138823411e-19	1.394224461768880432e-19	2.462235655764613966e+02
-0.780826569	5.440388331596162661e-20	-1.283726025610338688e-19	1.394249174579276005e-19	2.462141723199455328e+02
-0.780765533	5.560832070438415527e-20	-1.278581692638446345e-19	1.394273889128803169e-19	2.462047788074010555e+02
-0.780704498	5.680792670633730718e-20	-1.273324213835366485e-19	1.394298607618437295e-19	2.461953850387528746e+02
-0.780643463	5.800259481291644829e-20	-1.267954038048402095e-19	1.394323328036357982e-19	2.461859910139983754e+02
-0.780582428	5.919221905786568971e-20	-1.262471626888435178e-19	1.394348051383788559e-19	2.461765967331022580e+02
-0.780521393	6.037669387283692187e-20	-1.256877451234088504e-19	1.394372777890519913e-19	2.461672021960214352e+02
-0.780460358	6.155591401105018859e-20	-1.251171989647692280e-19	1.394397505251836458e-19	2.461578074027414686e+02
-0.780399322	6.272977491066597944e-20	-1.245355735503653544e-19	1.394422236622081386e-19	2.461484123532369495e+02
-0.780338287	6.389817224322054875e-20	-1.239429187406242823e-19	1.394446970019630229e-19	2.461390170474576280e+02
-0.780277252	6.506100229272927598e-20	-1.233392856862721710e-19	1.394471706881655967e-19	2.461296214853911977e+02
-0.780216217	6.621816168923962651e-20	-1.227247262627963703e-19	1.394496445810478980e-19	2.461202256670074746e+02
-0.780155182	6.736954766653875409e-20	-1.220992935455439053e-19	1.394521187975103356e-19	2.461108295922635989e+02
-0.780094147	6.851505786006018294e-20	-1.214630414145757582e-19	1.394545932669352455e-19	2.461014332611337068e+02
-0.780033112	6.965459041138813689e-20	-1.208160247321100640e-19	1.394570679365089582e-19	2.460920366736052074e+02
-0.779972076	7.078804402751533429e-20	-1.201582994078785916e-19	1.394595428568258459e-19	2.460826398296296418e+02
-0.779911041	7.191531794149727447e-20	-1.194899223201471011e-19	1.394620180934631010e-19	2.460732427291802082e+02
-0.779850006	7.303631186510060189e-20	-1.188109512133757118e-19	1.394644936142650601e-19	2.460638453722350505e+02
-0.779788971	7.415092607505394071e-20	-1.181214448222454682e-19	1.394669694396594122e-19	2.460544477587663437e+02
-0.779727936	7.525906130521189948e-20	-1.174214626790242032e-19	1.394694454216518262e-19	2.460450498887369122e+02
-0.779666901	7.636061902024265601e-20	-1.167110655311172980e-19	1.394719217425622177e-19	2.460356517621135026e+02
-0.779605865	7.745550113603951571e-20	-1.159903148767186059e-19	1.394743983727312897e-19	2.460262533788695691e+02
-0.779544830	7.854361010647432964e-20	-1.152592730857024713e-19	1.394768752188060640e-19	2.460168547389610580e+02
-0.779483795	7.962484901727300148e-20	-1.145180035407614126e-19	1.394793522926793747e-19	2.460074558424031466e+02
-0.779422760	8.069912166129426313e-20	-1.137665706821888813e-19	1.394818297904420662e-19	2.459980566891244962e+02
-0.779361725	8.176633209906299940e-20	-1.130050394020380340e-19	1.394843073438386145e-19	2.459886572791087929e+02
-0.779300690	8.282638542233590513e-20	-1.122334760911495993e-19	1.394867853154268724e-19	2.459792576123305992e+02
-0.779239654	8.387918701319048182e-20	-1.114519475780964042e-19	1.394892635042014075e-19	2.459698576887445256e+02
-0.779178619	8.492464300670376695e-20	-1.106605217709027261e-19	1.394917419363043114e-19	2.459604575083380382e+02
-0.779117584	8.596266022326961863e-20	-1.098592675265046409e-19	1.394942207194312997e-19	2.459510570710866944e+02
-0.779056549	8.699314598335629764e-20	-1.090482543908397823e-19	1.394966997235807287e-19	2.459416563769308937e+02
-0.778995514	8.801600835070012950e-20	-1.082275529198322037e-19	1.394991789832671168e-19	2.459322554258685045e+02
-0.778934479	8.903115606319934634e-20	-1.073972345466944081e-19	1.395016585500955642e-19	2.459228542178577186e+02
-0.778873444	9.003849848507733345e-20	-1.065573715240321008e-19	1.395041384173167940e-19	2.459134527528900662e+02
-0.778812408	9.103794561463878245e-20	-1.057080369020212006e-19	1.395066185075568595e-19	2.459040510309001206e+02
-0.778751373	9.202940822745517988e-20	-1.048493047018061612e-19	1.395090988973399871e-19	2.458946490518631549e+02
-0.778690338	9.301279765235447869e-20	-1.039812496397071525e-19	1.395115794611792741e-19	2.458852468157994053e+02
-0.778629303	9.398802618778170586e-20	-1.031039475497310414e-19	1.395140604634989075e-19	2.458758443226138297e+02
-0.778568268	9.495500647317482672e-20	-1.022174747112758196e-19	1.395165416381548208e-19	2.458664415723224010e+02
-0.778507233	9.591365208712595317e-20	-1.013219084644844196e-19	1.395190230455173585e-19	2.458570385648651495e+02
-0.778446197	9.686387739268908576e-20	-1.004173270369301589e-19	1.395215048398908723e-19	2.458476353002250221e+02
-0.778385162	9.780559728880965242e-20	-9.950380926046762707e-20	1.395239868924491859e-19	2.458382317783810720e+02
-0.778324127	9.873872746202471424e-20	-9.858143482267780181e-20	1.395264691466026757e-19	2.458288279992868866e+02
-0.778263092	9.966318441045618860e-20	-9.765028428468059001e-20	1.395289516470023904e-19	2.458194239629392541e+02
-0.778202057	1.005788854711726082e-19	-9.671043906403217253e-20	1.395314345464173061e-19	2.458100196692615214e+02
-0.778141022	1.014857485322602351e-19	-9.576198117544877992e-20	1.395339177182385458e-19	2.458006151182778467e+02
-0.778079987	1.023836923070108336e-19	-9.480499345378507154e-20	1.395364011080581792e-19	2.457912103099301930e+02
-0.778018951	1.032726363693909445e-19	-9.383955958911058006e-20	1.395388847832842841e-19	2.457818052441909913e+02
-0.777957916	1.041525009692257353e-19	-9.286576393438880276e-20	1.395413686662926391e-19	2.457723999210303134e+02
-0.777896881	1.050232073511629956e-19	-9.188369177921468007e-20	1.395438529541989483e-19	2.457629943404119217e+02
-0.777835846	1.058846772650654052e-19	-9.089342890543418694e-20	1.395463374571840136e-19	2.457535885023281139e+02
-0.777774811	1.067368334082361162e-19	-8.989506195638134673e-20	1.395488221740305270e-19	2.457441824067252298e+02
-0.777713776	1.075795994473005188e-19	-8.888867844820783914e-20	1.395513073156626285e-19	2.457347760536034684e+02
-0.777652740	1.084128995047234424e-19	-8.787436630451481807e-20	1.395537926121727199e-19	2.457253694428881090e+02
-0.777591705	1.092366588598549736e-19	-8.685221445684205160e-20	1.395562782354187523e-19	2.457159625745826759e+02
-0.777530670	1.100508034474829982e-19	-8.582231239437629265e-20	1.395587641252044371e-19	2.457065554486565588e+02
-0.777469635	1.108552600950030117e-19	-8.478475035162136776e-20	1.395612502914671154e-19	2.456971480650760782e+02
-0.777408600	1.116499565366539071e-19	-8.373961930157879621e-20	1.395637368208878626e-19	2.456877404238013014e+02
-0.777347565	1.124348211118903828e-19	-8.268701072192147804e-20	1.395662234947623352e-19	2.456783325248162555e+02
-0.777286529	1.132097833651297331e-19	-8.162701702486548267e-20	1.395687105262396762e-19	2.456689243680845607e+02
-0.777225494	1.139747734780326465e-19	-8.055973112307543020e-20	1.395711978453687378e-19	2.456595159535763742e+02
-0.777164459	1.147297224848583811e-19	-7.948524658291396300e-20	1.395736853629624968e-19	2.456501072812707775e+02
-0.777103424	1.154745625273873764e-19	-7.840365777979299670e-20	1.395761732680130124e-19	2.456406983511172371e+02
-0.777042389	1.162092263581870871e-19	-7.731505954916922627e-20	1.395786614202183344e-19	2.456312891630928448e+02
-0.776981354	1.169336477238575492e-19	-7.621954744182851143e-20	1.395811498098663833e-19	2.456218797171977144e+02
-0.776920319	1.176477613059879293e-19	-7.511721765103975525e-20	1.395836384679249812e-19	2.456124700133601095e+02
-0.776859283	1.183515028033876904e-19	-7.400816707025859393e-20	1.395861275661718160e-19	2.456030600515622950e+02
-0.776798248	1.190448084010325469e-19	-7.289249294220525447e-20	1.395886167800511958e-19	2.455936498318039298e+02
-0.776737213	1.197276156366797120e-19	-7.177029338130354193e-20	1.395911063000895440e-19	2.455842393540267778e+02
-0.776676178	1.203998628476819318e-19	-7.064166702462266021e-20	1.395935961774689786e-19	2.455748286182105460e+02
-0.776615143	1.210614891246515851e-19	-6.950671299055478417e-20	1.395960862625793373e-19	2.455654176243081110e+02
-0.776554108	1.217124347118123600e-19	-6.836553111421476003e-20	1.395985766689827424e-19	2.455560063723171709e+02
-0.776493072	1.223526406340416674e-19	-6.721822170229010775e-20	1.396010673273709936e-19	2.455465948621900054e+02
-0.776432037	1.229820489775287329e-19	-6.606488569155343330e-20	1.396035583076208496e-19	2.455371830938943276e+02
-0.776371002	1.236006026648509920e-19	-6.490562451414082433e-20	1.396060495561886655e-19	2.455277710674284890e+02
-0.776309967	1.242082456381353723e-19	-6.374054016885572311e-20	1.396085410908690951e-19	2.455183587827091287e+02
-0.776248932	1.248049227976757043e-19	-6.256973520662917852e-20	1.396110329392397459e-19	2.455089462397726834e+02
-0.776187897	1.253905799124986015e-19	-6.139331263751064649e-20	1.396135250160235213e-19	2.454995334385358774e+02
-0.776126862	1.259651638722491693e-19	-6.021137607859724861e-20	1.396160174143384603e-19	2.454901203790093689e+02
-0.776065826	1.265286224814158386e-19	-5.902402961083182895e-20	1.396185101573032813e-19	2.454807070611249742e+02
-0.776004791	1.270809042686467622e-19	-5.783137770732442758e-20	1.396210029947650347e-19	2.454712934848844270e+02
-0.775943756	1.276219593689172596e-19	-5.663352560894994302e-20	1.396234963609676950e-19	2.454618796502369946e+02
-0.775882721	1.281517381801116358e-19	-5.543057871061112200e-20	1.396259898972148268e-19	2.454524655571692620e+02
-0.775821686	1.286701924955978463e-19	-5.422264305723783887e-20	1.396284836878451171e-19	2.454430512056353564e+02
-0.775760651	1.291772750661134626e-19	-5.300982514014496876e-20	1.396309777767637261e-19	2.454336365956218060e+02
-0.775699615	1.296729396382993178e-19	-5.179223189411377323e-20	1.396334722013732484e-19	2.454242217270860351e+02
-0.775638580	1.301571408439832823e-19	-5.056997065073081864e-20	1.396359668720644491e-19	2.454148066000036010e+02
-0.775577545	1.306298345306994060e-19	-4.934314925522952963e-20	1.396384619219997355e-19	2.454053912143456841e+02
-0.775516510	1.310909772002430111e-19	-4.811187583850089539e-20	1.396409571007516406e-19	2.453959755700803953e+02
-0.775455475	1.315405269090080581e-19	-4.687625914588320428e-20	1.396434527323478629e-19	2.453865596671710136e+02
-0.775394440	1.319784421819234960e-19	-4.563640812821996792e-20	1.396459485542376396e-19	2.453771435056173118e+02
-0.775333404	1.324046829917357967e-19	-4.439243226663322516e-20	1.396484447485530359e-19	2.453677270853076777e+02
-0.775272369	1.328192099610552047e-19	-4.314444132069281251e-20	1.396509411051482042e-19	2.453583104062930715e+02
-0.775211334	1.332219851603082594e-19	-4.189254554340658169e-20	1.396534378458324480e-19	2.453488934684830269e+02
-0.775150299	1.336129713341012939e-19	-4.063685544731368010e-20	1.396559348161517950e-19	2.453394762718749007e+02
-0.775089264	1.339921324768193619e-19	-3.937748196450753008e-20	1.396584320818138952e-19	2.453300588164380258e+02
-0.775028229	1.343594336392243769e-19	-3.811453636887239304e-20	1.396609297207606039e-19	2.453206411021041049e+02
-0.774967194	1.347148406838724091e-19	-3.684813021488282280e-20	1.396634275707641493e-19	2.453112231288846772e+02
-0.774906158	1.350583207097013122e-19	-3.557837542595827166e-20	1.396659256614689266e-19	2.453018048967013556e+02
-0.774845123	1.353898420316386159e-19	-3.430538429364493135e-20	1.396684241941846891e-19	2.452923864055545664e+02
-0.774784088	1.357093735830541235e-19	-3.302926929550986643e-20	1.396709229170490557e-19	2.452829676554003981e+02
-0.774723053	1.360168857345610114e-19	-3.175014330561749608e-20	1.396734219701653651e-19	2.452735486462065069e+02
-0.774662018	1.363123497282581872e-19	-3.046811943580993375e-20	1.396759212978162233e-19	2.452641293779329317e+02
-0.774600983	1.365957379388378087e-19	-2.918331109497905805e-20	1.396784209157663056e-19	2.452547098505643248e+02
-0.774539947	1.368670238136661127e-19	-2.789583195246618223e-20	1.396809208443690084e-19	2.452452900640370217e+02
-0.774478912	1.371261817176556076e-19	-2.660579591287315648e-20	1.396834209511671515e-19	2.452358700183491749e+02
-0.774417877	1.373731875187496067e-19	-2.531331720316500220e-20	1.396859215414695738e-19	2.452264497134367502e+02
-0.774356842	1.376080175393683992e-19	-2.401851017598846323e-20	1.396884222911447453e-19	2.452170291492989236e+02
-0.774295807	1.378306496883366584e-19	-2.272148950003846273e-20	1.396909233937886848e-19	2.452076083258863832e+02
-0.774234772	1.380410626767167500e-19	-2.142237001187559380e-20	1.396934247623807995e-19	2.451981872431626073e+02
-0.774173737	1.382392364107361650e-19	-2.012126677285288016e-20	1.396959264258185609e-19	2.451887659010814389e+02
-0.774112701	1.384251519155949864e-19	-1.881829505181558978e-20	1.396984284504043222e-19	2.451793442996509498e+02
-0.774051666	1.385987910187942325e-19	-1.751357025541335271e-20	1.397009306159507979e-19	2.451699224388093512e+02
-0.773990631	1.387601371074991885e-19	-1.620720803323457625e-20	1.397034331801638814e-19	2.451605003185210307e+02
-0.773929596	1.389091742311789275e-19	-1.489932414556576352e-20	1.397059359711771955e-19	2.451510779387557477e+02
-0.773868561	1.390458878039427657e-19	-1.359003454068961147e-20	1.397084390937203791e-19	2.451416552994793960e+02
-0.773807526	1.391702642787340892e-19	-1.227945530555335815e-20	1.397109425994033232e-19	2.451322324006746101e+02
-0.773746490	1.392822909335931275e-19	-1.096770263282820801e-20	1.397134462704009919e-19	2.451228092422821305e+02
-0.773685455	1.393819565673155130e-19	-9.654892884589004856e-21	1.397159503175851400e-19	2.451133858242945678e+02
-0.773624420	1.394692506797009037e-19	-8.341142497105829355e-21	1.397184545552744059e-19	2.451039621466452445e+02
-0.773563385	1.395441642339635997e-19	-7.026568044475591420e-21	1.397209591658998556e-19	2.450945382093289595e+02
-0.773502350	1.396066890172682632e-19	-5.711286172084190740e-21	1.397234640570569590e-19	2.450851140123116352e+02
-0.773441315	1.396568180692811565e-19	-4.395413614973456142e-21	1.397259692901895501e-19	2.450756895555466031e+02
-0.773380279	1.396945454121779477e-19	-3.079067178944812848e-21	1.397284748095659347e-19	2.450662648390081699e+02
-0.773319244	1.397198660451821340e-19	-1.762363733041473996e-21	1.397309804360191853e-19	2.450568398626728595e+02
-0.773258209	1.397327767177331813e-19	-4.454202015308870986e-22	1.397334866394015305e-19	2.450474146264769502e+02
-0.773197174	1.397332743822338642e-19	8.716464538397228557e-22	1.397359929907865363e-19	2.450379891304137345e+02
-0.773136139	1.397213576798137844e-19	2.188719235759913054e-21	1.397384996476756462e-19	2.450285633744572067e+02
-0.773075104	1.396970262047048766e-19	3.505681133695162832e-21	1.397410066181332103e-19	2.450191373585421957e+02
-0.773014069	1.396602806104430120e-19	4.822415118217763558e-21	1.397435138665122396e-19	2.450097110826552580e+02
-0.772953033	1.396111226686917964e-19	6.138804161054205132e-21	1.397460213721316889e-19	2.450002845467689099e+02
-0.772891998	1.395495553490796129e-19	7.454731254009137169e-21	1.397485292094172191e-19	2.449908577508165877e+02
-0.772830963	1.394755826695264579e-19	8.770079400506255115e-21	1.397510373975631536e-19	2.449814306947920670e+02
-0.772769928	1.393892096294832166e-19	1.008473162926905709e-20	1.397535458339658635e-19	2.449720033786728663e+02
-0.772708893	1.392904425024128932e-19	1.139857102201010194e-20	1.397560545874911147e-19	2.449625758024267839e+02
-0.772647858	1.391792885350581194e-19	1.271148070793538698e-20	1.397585635977744849e-19	2.449531479659875970e+02
-0.772586822	1.390557562013813242e-19	1.402334388032196899e-20	1.397610729292092975e-19	2.449437198693499340e+02
-0.772525787	1.389198549619231581e-19	1.533404380306606891e-20	1.397635825313450953e-19	2.449342915124501587e+02
-0.772464752	1.387715954678119189e-19	1.664346382213426453e-20	1.397660924426261843e-19	2.449248628952946092e+02
-0.772403717	1.386109894242443925e-19	1.795148738153256591e-20	1.397686026558801609e-19	2.449154340178250209e+02
-0.772342682	1.384380496608670128e-19	1.925799802988061477e-20	1.397711131887542970e-19	2.449060048800003528e+02
-0.772281647	1.382527900980049691e-19	2.056287942495155283e-20	1.397736240502052501e-19	2.448965754818117944e+02
-0.772220612	1.380552256296440266e-19	2.186601533490666324e-20	1.397761351242703949e-19	2.448871458232145812e+02
-0.772159576	1.378453725711238959e-19	2.316728971132115418e-20	1.397786466232959543e-19	2.448777159041758011e+02
-0.772098541	1.376232478492215207e-19	2.446658657257001260e-20	1.397811582692078090e-19	2.448682857246668050e+02
-0.772037506	1.373888700197547308e-19	2.576379018729794367e-20	1.397836703271171492e-19	2.448588552846239281e+02
-0.771976471	1.371422582780060216e-19	2.705878489841443509e-20	1.397861825996045039e-19	2.448494245840709311e+02
-0.771915436	1.368834331982986715e-19	2.835145528997229758e-20	1.397886951838824387e-19	2.448399936229415630e+02
-0.771854401	1.366124164373127711e-19	2.964168613382478305e-20	1.397912081702491903e-19	2.448305624011762802e+02
-0.771793365	1.363292304380613403e-19	3.092936232234244252e-20	1.397937213379083256e-19	2.448211309187952338e+02
-0.771732330	1.360338990752622550e-19	3.221436904214049329e-20	1.397962348219788768e-19	2.448116991757221399e+02
-0.771671295	1.357264472449674017e-19	3.349659167912024115e-20	1.397987486920345333e-19	2.448022671719352275e+02
-0.771610260	1.354069006984780383e-19	3.477591578774021811e-20	1.398012627827212816e-19	2.447928349074367134e+02
-0.771549225	1.350752864912749958e-19	3.605222722728197926e-20	1.398037771619479172e-19	2.447834023821345681e+02
-0.771488190	1.347316327612679229e-19	3.732541209568412948e-20	1.398062918992911629e-19	2.447739695960281949e+02
-0.771427154	1.343759685742181027e-19	3.859535671384613284e-20	1.398088069118976570e-19	2.447645365490862446e+02
-0.771366119	1.340083241302625885e-19	3.986194768800648721e-20	1.398113221798681136e-19	2.447551032412633276e+02
-0.771305084	1.336287308216742878e-19	4.112507193681385432e-20	1.398138378087791474e-19	2.447456696725319603e+02
-0.771244049	1.332372209245040874e-19	4.238461661332317159e-20	1.398163537113720485e-19	2.447362358428628681e+02
-0.771183014	1.328338279099929159e-19	4.364046921005481758e-20	1.398188699356970116e-19	2.447268017522154935e+02
-0.771121979	1.324185861910783889e-19	4.489251748850885017e-20	1.398213864017237272e-19	2.447173674005536554e+02
-0.771060944	1.319915314977402593e-19	4.614064961477309822e-20	1.398239032998014332e-19	2.447079327878472554e+02
-0.770999908	1.315527002356461244e-19	4.738475395286064712e-20	1.398264204163966673e-19	2.446984979140741814e+02
-0.770938873	1.311021300820054073e-19	4.862471928039800728e-20	1.398289377673183051e-19	2.446890627791941881e+02
-0.770877838	1.306398599351562380e-19	4.986043478837638633e-20	1.398314555497552359e-19	2.446796273831740223e+02
-0.770816803	1.301659294253304497e-19	5.109178991451472335e-20	1.398339736252568097e-19	2.446701917259542540e+02
-0.770755768	1.296803792438477283e-19	5.231867445364777618e-20	1.398364918660896229e-19	2.446607558075592408e+02
-0.770694733	1.291832514843912172e-19	5.354097874259076821e-20	1.398390105399563489e-19	2.446513196278885403e+02
-0.770633697	1.286745888297779169e-19	5.475859330880615626e-20	1.398415294241007525e-19	2.446418831869596886e+02
-0.770572662	1.281544352851639222e-19	5.597140920553356272e-20	1.398440486102735585e-19	2.446324464847195088e+02
-0.770511627	1.276228358770466329e-19	5.717931789038844445e-20	1.398465681799509684e-19	2.446230095211372202e+02
-0.770450592	1.270798365027672918e-19	5.838221117137906485e-20	1.398490880443257042e-19	2.446135722961771251e+02
-0.770389557	1.265254841458891025e-19	5.957998131059598016e-20	1.398516081828257047e-19	2.446041348098011667e+02
-0.770328522	1.259598268190000231e-19	6.077252100761965943e-20	1.398541285836569358e-19	2.445946970619957028e+02
-0.770267487	1.253829136961396129e-19	6.195972348811255179e-20	1.398566494009382581e-19	2.445852590527008488e+02
-0.770206451	1.247947946394457038e-19	6.314148226805974270e-20	1.398591704255002703e-19	2.445758207819172299e+02
-0.770145416	1.241955208240004397e-19	6.431769149159018656e-20	1.398616917942582951e-19	2.445663822495679369e+02
-0.770084381	1.235851442675564372e-19	6.548824568725981766e-20	1.398642134601544251e-19	2.445569434556551869e+02
-0.770023346	1.229637180466413167e-19	6.665303990893415617e-20	1.398667354482683125e-19	2.445475044001238700e+02
-0.769962311	1.223312961848871080e-19	6.781196967367992022e-20	1.398692577277032022e-19	2.445380650829619640e+02
-0.769901276	1.216879337005428698e-19	6.896493101153446213e-20	1.398717802765569375e-19	2.445286255041141885e+02
-0.769840240	1.210336866564551239e-19	7.011182049456486147e-20	1.398743031393366758e-19	2.445191856635593126e+02
-0.769779205	1.203686121033511198e-19	7.125253522720062341e-20	1.398768263723139737e-19	2.445097455612602744e+02
-0.769718170	1.196927678585230991e-19	7.238697272163650760e-20	1.398793497891566977e-19	2.445003051971860941e+02
