# time (s)	h_+ (strain)	h_x (strain)	h_abs (strain)	 h_arg (rad)
-0.769657135	1.190062130344963299e-19	7.351503122367220162e-20	1.398818735813522864e-19	2.444908645713097712e+02
-0.769596100	1.183090075667141438e-19	7.463660945324836658e-20	1.398843977793719127e-19	2.444814236835773613e+02
-0.769535065	1.176012121262275867e-19	7.575160654059891782e-20	1.398869221444223874e-19	2.444719825339745114e+02
-0.769474029	1.168828886390800379e-19	7.685992237719107845e-20	1.398894467944005473e-19	2.444625411224540699e+02
-0.769412994	1.161540999365424675e-19	7.796145740251820577e-20	1.398919717939273126e-19	2.444530994490035027e+02
-0.769351959	1.154149097075469385e-19	7.905611259264962018e-20	1.398944971078666431e-19	2.444436575135770795e+02
-0.769290924	1.146653826931284945e-19	8.014378959843656575e-20	1.398970228395160803e-19	2.444342153161236411e+02
-0.769229889	1.139055842857055105e-19	8.122439047112086640e-20	1.398995487443511085e-19	2.444247728566419937e+02
-0.769168854	1.131355811084163922e-19	8.229781809326643340e-20	1.399020749512009132e-19	2.444153301350836500e+02
-0.769107819	1.123554406189454588e-19	8.336397591201133563e-20	1.399046014844965175e-19	2.444058871513973372e+02
-0.769046783	1.115652312260452197e-19	8.442276802506979199e-20	1.399071284085828076e-19	2.443964439055813500e+02
-0.768985748	1.107650220511035265e-19	8.547409902875074411e-20	1.399096555451343429e-19	2.443870003975905547e+02
-0.768924713	1.099548833697288799e-19	8.651787435231206602e-20	1.399121830266869054e-19	2.443775566274031235e+02
-0.768863678	1.091348861651804073e-19	8.755399994456505839e-20	1.399147107511564821e-19	2.443681125949502757e+02
-0.768802643	1.083051025114771330e-19	8.858238256598854876e-20	1.399172388631534008e-19	2.443586683002296240e+02
-0.768741608	1.074656051533575568e-19	8.960292948761168274e-20	1.399197672372966127e-19	2.443492237431934768e+02
-0.768680572	1.066164678561122978e-19	9.061554877371279066e-20	1.399222959276846234e-19	2.443397789238127302e+02
-0.768619537	1.057577652393625695e-19	9.162014916709548435e-20	1.399248249662116031e-19	2.443303338420541877e+02
-0.768558502	1.048895727855375341e-19	9.261664010738170549e-20	1.399273543804528722e-19	2.443208884978899675e+02
-0.768497467	1.040119666519456810e-19	9.360493157998193637e-20	1.399298839522800368e-19	2.443114428912751350e+02
-0.768436432	1.031250241693834771e-19	9.458493456307597518e-20	1.399324138869807863e-19	2.443019970221942572e+02
-0.768375397	1.022288233240955160e-19	9.555656059489558586e-20	1.399349441381783184e-19	2.442925508906101300e+02
-0.768314362	1.013234430041157035e-19	9.651972200570130345e-20	1.399374747459241038e-19	2.442831044964680700e+02
-0.768253326	1.004089628135343413e-19	9.747433174886076772e-20	1.399400055851674147e-19	2.442736578397416451e+02
-0.768192291	9.948546336178027960e-20	9.842030369375647510e-20	1.399425367766333642e-19	2.442642109204178098e+02
-0.768131256	9.855302593395439706e-20	9.935755233406419497e-20	1.399450682466338024e-19	2.442547637384505208e+02
-0.768070221	9.761173270095736858e-20	1.002859929944012925e-19	1.399476000214232227e-19	2.442453162938161313e+02
-0.768009186	9.666166662428997334e-20	1.012055417653557589e-19	1.399501321135658867e-19	2.442358685864510335e+02
-0.767948151	9.570291146131208718e-20	1.021161155034870779e-19	1.399526645251645728e-19	2.442264206163495146e+02
-0.767887115	9.473555175963596350e-20	1.030176318582711776e-19	1.399551972628703597e-19	2.442169723834754791e+02
-0.767826080	9.375967286720493765e-20	1.039100092964086393e-19	1.399577303622240697e-19	2.442075238877762047e+02
-0.767765045	9.277536081648934176e-20	1.047931669772113007e-19	1.399602637170403257e-19	2.441980751292380489e+02
-0.767704010	9.178270253809230968e-20	1.056670250172319391e-19	1.399627974184149159e-19	2.441886261078258826e+02
-0.767642975	9.078178551177278777e-20	1.065315041052126166e-19	1.399653312346470087e-19	2.441791768235115399e+02
-0.767581940	8.977269839715948510e-20	1.073865262541879484e-19	1.399678655922449847e-19	2.441697272762508248e+02
-0.767520904	8.875553011811771208e-20	1.082320137463897203e-19	1.399704001785620195e-19	2.441602774660023840e+02
-0.767459869	8.773037062210476207e-20	1.090678900357060159e-19	1.399729351208036914e-19	2.441508273927396431e+02
-0.767398834	8.669731047054561687e-20	1.098940792797933155e-19	1.399754703638450945e-19	2.441413770564471974e+02
-0.767337799	8.565644092007739869e-20	1.107105064571606034e-19	1.399780058119692923e-19	2.441319264570818746e+02
-0.767276764	8.460785413393284447e-20	1.115170976553263550e-19	1.399805416856801928e-19	2.441224755945927711e+02
-0.767215729	8.355164274094374412e-20	1.123137795138263092e-19	1.399830778108221384e-19	2.441130244689507549e+02
-0.767154694	8.248790026724255515e-20	1.131004798010084930e-19	1.399856143384629552e-19	2.441035730801539501e+02
-0.767093658	8.141672075218513552e-20	1.138771269453303649e-19	1.399881511391667177e-19	2.440941214281282328e+02
-0.767032623	8.033819898380465905e-20	1.146436503320191681e-19	1.399906881810774853e-19	2.440846695128689703e+02
-0.766971588	7.925243050920725554e-20	1.153999803729477272e-19	1.399932255921458584e-19	2.440752173343280447e+02
-0.766910553	7.815951145044922022e-20	1.161460482511636442e-19	1.399957633449474612e-19	2.440657648924704404e+02
-0.766849518	7.705953856412834355e-20	1.168817860164013405e-19	1.399983013686245143e-19	2.440563121872772285e+02
-0.766788483	7.595260930228765410e-20	1.176071267049769498e-19	1.400008396818621013e-19	2.440468592187068282e+02
-0.766727447	7.483882178251280426e-20	1.183220043157958050e-19	1.400033783560308042e-19	2.440374059867117751e+02
-0.766666412	7.371827471934061699e-20	1.190263537097487431e-19	1.400059173929244826e-19	2.440279524912935472e+02
-0.766605377	7.259106735857120057e-20	1.197201105488195446e-19	1.400084566377266799e-19	2.440184987323788448e+02
-0.766544342	7.145729972904794802e-20	1.204032116908969375e-19	1.400109962469017504e-19	2.440090447099491939e+02
-0.766483307	7.031707234804631223e-20	1.210755947459891077e-19	1.400135361552423766e-19	2.439995904239937090e+02
-0.766422272	6.917048638699598506e-20	1.217371983822058432e-19	1.400160764232527070e-19	2.439901358744590709e+02
-0.766361237	6.801764351101660327e-20	1.223879620557191785e-19	1.400186169226931555e-19	2.439806810613026187e+02
-0.766300201	6.685864612365859434e-20	1.230278264602906337e-19	1.400211578477766883e-19	2.439712259845065887e+02
-0.766239166	6.569359700651836253e-20	1.236567329201305390e-19	1.400236990089011119e-19	2.439617706440238578e+02
-0.766178131	6.452259963685338675e-20	1.242746239662828852e-19	1.400262404903405463e-19	2.439523150398401867e+02
-0.766117096	6.334575800162815941e-20	1.248814430453147694e-19	1.400287823052140653e-19	2.439428591718987605e+02
-0.766056061	6.216317661695601586e-20	1.254771345444209888e-19	1.400313244263211104e-19	2.439334030401964810e+02
-0.765995026	6.097496055723954987e-20	1.260616439039221821e-19	1.400338668991048169e-19	2.439239466446832694e+02
-0.765933990	5.978121536407032351e-20	1.266349174417613099e-19	1.400364096436603980e-19	2.439144899853088191e+02
-0.765872955	5.858204715832253993e-20	1.271969025918035410e-19	1.400389527174803049e-19	2.439050330620707996e+02
-0.765811920	5.737756252439530092e-20	1.277475477227284925e-19	1.400414961017329392e-19	2.438955758749126801e+02
-0.765750885	5.616786856307801162e-20	1.282868022424948616e-19	1.400440398179236680e-19	2.438861184238200224e+02
-0.765689850	5.495307284426227636e-20	1.288146165523366507e-19	1.400465838660562226e-19	2.438766607087277976e+02
-0.765628815	5.373328339562425554e-20	1.293309420004594312e-19	1.400491281772245372e-19	2.438672027296410079e+02
-0.765567779	5.250860876808965456e-20	1.298357311093771372e-19	1.400516728477985110e-19	2.438577444865114217e+02
-0.765506744	5.127915791928160752e-20	1.303289373113171457e-19	1.400542178501163733e-19	2.438482859792865725e+02
-0.765445709	5.004504024678109608e-20	1.308105150255935005e-19	1.400567631161128949e-19	2.438388272079674550e+02
-0.765384674	4.880636561951207846e-20	1.312804198129460994e-19	1.400593086918854500e-19	2.438293681724966291e+02
-0.765323639	4.756324433912806851e-20	1.317386082804619137e-19	1.400618546347883525e-19	2.438199088728435981e+02
-0.765262604	4.631578708410105337e-20	1.321850379674688642e-19	1.400644008864528290e-19	2.438104493089766152e+02
-0.765201569	4.506410496699301064e-20	1.326196675231794813e-19	1.400669474588306709e-19	2.438009894808784566e+02
-0.765140533	4.380830949301141864e-20	1.330424566517154764e-19	1.400694943681852010e-19	2.437915293884874472e+02
-0.765079498	4.254851254167947699e-20	1.334533660424429074e-19	1.400720415627890708e-19	2.437820690318007735e+02
-0.765018463	4.128482638782551706e-20	1.338523575221844165e-19	1.400745890735345817e-19	2.437726084107501947e+02
-0.764957428	4.001736366935066852e-20	1.342393939379723950e-19	1.400771368920681811e-19	2.437631475253240296e+02
-0.764896393	3.874623741359326339e-20	1.346144393188972505e-19	1.400796851326115981e-19	2.437536863754909291e+02
-0.764835358	3.747156089606990340e-20	1.349774584245837723e-19	1.400822335585355945e-19	2.437442249612072942e+02
-0.764774322	3.619344784432655610e-20	1.353284174673931699e-19	1.400847823323041333e-19	2.437347632824484265e+02
-0.764713287	3.491201228619072487e-20	1.356672836517128242e-19	1.400873315303901389e-19	2.437253013391892864e+02
-0.764652252	3.362736848966239288e-20	1.359940249789079256e-19	1.400898809390006301e-19	2.437158391313689094e+02
-0.764591217	3.233963113186840622e-20	1.363086109026655519e-19	1.400924307304273496e-19	2.437063766589616876e+02
-0.764530182	3.104891511668594197e-20	1.366110116644245674e-19	1.400949807734049792e-19	2.436969139219652618e+02
-0.764469147	2.975533569282583513e-20	1.369011988826232297e-19	1.400975312333958178e-19	2.436874509203039167e+02
-0.764408112	2.845900831189997969e-20	1.371791448787351968e-19	1.401000818834800586e-19	2.436779876539899305e+02
-0.764347076	2.716004879015003186e-20	1.374448235888304416e-19	1.401026330289622071e-19	2.436685241229378107e+02
-0.764286041	2.585857308409640555e-20	1.376982094282777559e-19	1.401051843498283716e-19	2.436590603271416171e+02
-0.764225006	2.455469749195221560e-20	1.379392783911165991e-19	1.401077360176205784e-19	2.436495962665794650e+02
-0.764163971	2.324853850663639469e-20	1.381680073991793484e-19	1.401102880282323598e-19	2.436401319411917541e+02
-0.764102936	2.194021285548810810e-20	1.383843744900770104e-19	1.401128403935699350e-19	2.436306673509675136e+02
-0.764041901	2.062983745545511861e-20	1.385883586687793808e-19	1.401153929871544753e-19	2.436212024958649636e+02
-0.763980865	1.931752947375132322e-20	1.387799403484801973e-19	1.401179459887168447e-19	2.436117373758357303e+02
-0.763919830	1.800340623259906340e-20	1.389591007836824473e-19	1.401204993089362401e-19	2.436022719908497152e+02
-0.763858795	1.668758524089587916e-20	1.391258223113449471e-19	1.401230528320736125e-19	2.435928063408993012e+02
-0.763797760	1.537018421809028363e-20	1.392800887616893861e-19	1.401256068260262988e-19	2.435833404259141730e+02
-0.763736725	1.405132099256151998e-20	1.394218845720460633e-19	1.401281610500078447e-19	2.435738742458791819e+02
-0.763675690	1.273111358015577371e-20	1.395511956403548990e-19	1.401307156109731567e-19	2.435644078007432256e+02
-0.763614654	1.140968013201236027e-20	1.396680089026946945e-19	1.401332705375780501e-19	2.435549410904869205e+02
-0.763553619	1.008713891493994042e-20	1.397723122377091716e-19	1.401358256826745919e-19	2.435454741150813334e+02
-0.763492584	8.763608342611619994e-21	1.398640950515343335e-19	1.401383813085027961e-19	2.435360068744657553e+02
-0.763431549	7.439206903922445915e-21	1.399433472840629341e-19	1.401409370898711007e-19	2.435265393686276525e+02
-0.763370514	6.114053218645011747e-21	1.400100605712754832e-19	1.401434932771859079e-19	2.435170715975150983e+02
-0.763309479	4.788265979585008687e-21	1.400642273767886244e-19	1.401460498257014614e-19	2.435076035611063503e+02
-0.763248444	3.461963957179262192e-21	1.401058412702308555e-19	1.401486066733448945e-19	2.434981352593696045e+02
-0.763187408	2.135265991223331728e-21	1.401348970203367098e-19	1.401511638330329861e-19	2.434886666922641894e+02
-0.763126373	8.082909762259597969e-22	1.401513904567465005e-19	1.401537212537064926e-19	2.434791978597428397e+02
-0.763065338	-5.188421418577098147e-22	1.401553187620850805e-19	1.401562791118180563e-19	2.434697287617904635e+02
-0.763004303	-1.846014385868269354e-21	1.401466798515360779e-19	1.401588371902456297e-19	2.434602593983742054e+02
-0.762943268	-3.173106759952871093e-21	1.401254731742205023e-19	1.401613956794425231e-19	2.434507897694267058e+02
-0.762882233	-4.500000234857485369e-21	1.400916988373622886e-19	1.401639543008541461e-19	2.434413198749639946e+02
-0.762821197	-5.826575810858597784e-21	1.400453587350727314e-19	1.401665134363942604e-19	2.434318497148892106e+02
-0.762760162	-7.152714464599383406e-21	1.399864553158678434e-19	1.401690728945353200e-19	2.434223792892217375e+02
-0.762699127	-8.478297197155323196e-21	1.399149922126699399e-19	1.401716325410915023e-19	2.434129085979092224e+02
-0.762638092	-9.803205059543261232e-21	1.398309745423274452e-19	1.401741925994099660e-19	2.434034376408906724e+02
-0.762577057	-1.112731911317426670e-20	1.397344081954509279e-19	1.401767529384930488e-19	2.433939664181723970e+02
-0.762516022	-1.245052049274808333e-20	1.396253004091526717e-19	1.401793136482215421e-19	2.433844949297004234e+02
-0.762454987	-1.377269038396452725e-20	1.395036594250540227e-19	1.401818746963886729e-19	2.433750231754295328e+02
-0.762393951	-1.509371002707828420e-20	1.393694945135835719e-19	1.401844359526168083e-19	2.433655511553516533e+02
-0.762332916	-1.641346078257454253e-20	1.392228163784098525e-19	1.401869975967726382e-19	2.433560788694112205e+02
-0.762271881	-1.773182407547898043e-20	1.390636365986868041e-19	1.401895595581045985e-19	2.433466063175768568e+02
-0.762210846	-1.904868145076187894e-20	1.388919680097417040e-19	1.401921218993125662e-19	2.433371334998102782e+02
-0.762149811	-2.036391454444545628e-20	1.387078243990220586e-19	1.401946845108023886e-19	2.433276604160763270e+02
-0.762088776	-2.167740512676765330e-20	1.385112207809135289e-19	1.401972473882743067e-19	2.433181870663598261e+02
-0.762027740	-2.298903513854186724e-20	1.383021734736952999e-19	1.401998107136711631e-19	2.433087134506112932e+02
-0.761966705	-2.429868660877769971e-20	1.380806995537372888e-19	1.402023743028664236e-19	2.432992395687901706e+02
-0.761905670	-2.560624175129747730e-20	1.378468174188392030e-19	1.402049381766872150e-19	2.432897654208734934e+02
-0.761844635	-2.691158294706111376e-20	1.376005465565520254e-19	1.402075023291492397e-19	2.432802910068078859e+02
-0.761783600	-2.821459276874322399e-20	1.373419076649292002e-19	1.402100668502370964e-19	2.432708163265780854e+02
-0.761722565	-2.951515397718250973e-20	1.370709225222410586e-19	1.402126317968356299e-19	2.432613413801449838e+02
-0.761661529	-3.081314948336269872e-20	1.367876137928499638e-19	1.402151969945695059e-19	2.432518661674706379e+02
-0.761600494	-3.210846243918140031e-20	1.364920054135807713e-19	1.402177624341127698e-19	2.432423906885173892e+02
-0.761539459	-3.340097626133035782e-20	1.361841226099545643e-19	1.402203282917747746e-19	2.432329149432417807e+02
-0.761478424	-3.469057453042028761e-20	1.358639914491153856e-19	1.402228944706817256e-19	2.432234389316419367e+02
-0.761417389	-3.597714108157702088e-20	1.355316391322811593e-19	1.402254609059516911e-19	2.432139626536520041e+02
-0.761356354	-3.726056004330781717e-20	1.351870941476978688e-19	1.402280277221336218e-19	2.432044861092519454e+02
-0.761295319	-3.854071574562973334e-20	1.348303858397366857e-19	1.402305947925690719e-19	2.431950092983929324e+02
-0.761234283	-3.981749285528592094e-20	1.344615448957639318e-19	1.402331622443004212e-19	2.431855322210503232e+02
-0.761173248	-4.109077625331649255e-20	1.340806028488928587e-19	1.402357299457690083e-19	2.431760548771811727e+02
-0.761112213	-4.236045121734777295e-20	1.336875926786754190e-19	1.402382981341285742e-19	2.431665772667677743e+02
-0.761051178	-4.362640316065798154e-20	1.332825478961405448e-19	1.402408664634644547e-19	2.431570993897574340e+02
-0.760990143	-4.488851796211040961e-20	1.328655036080713401e-19	1.402434351185863112e-19	2.431476212461418811e+02
-0.760929108	-4.614668180896612621e-20	1.324364959096544790e-19	1.402460041883756904e-19	2.431381428358462813e+02
-0.760868072	-4.740078114108223435e-20	1.319955617697735026e-19	1.402485735389236220e-19	2.431286641588712314e+02
-0.760807037	-4.865070279110896634e-20	1.315427393556189673e-19	1.402511431655696926e-19	2.431191852151591775e+02
-0.760746002	-4.989633402348213365e-20	1.310780681222916131e-19	1.402537132900766465e-19	2.431097060046816978e+02
